sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
39,,315.7,16. Flaminia.,Helvillum-Ancona,sum-route-start,Ab Helvillo Anconam m. p. L:,,,Helvillo,Helvillo,Helvillum,,,,,,https://pleiades.stoa.org/places/413167,43.296882,12.759704,,,
40,,315.7,16. Flaminia.,Helvillum-Ancona,sum-route-end,Ab Helvillo Anconam m. p. L:,,,Anconam,Ancona,Ancon(a),m. p.,L, m. p. L,,,https://pleiades.stoa.org/places/413014,43.618992666666700,13.516072666666700,,,
41,,,16. Flaminia.,Helvillum-Ancona,,,,,,Helvillo,Helvillum,,,,0.0,,https://pleiades.stoa.org/places/413167,43.296882,12.759704,,settlement,
42,,,16. Flaminia.,Helvillum-Ancona,,,ad,,Ad Calem,Cales,Cales,m. p.,XIIII,m. p. XIIII,14.0,,https://pleiades.stoa.org/places/413058,43.546796,12.648528,,settlement,
43,,,16. Flaminia.,Helvillum-Ancona,,,ad,,Ad Pirum,Pirum?,Ad Pirum Filumeni/Ad Pirum,m. p.,VIII,m. p. VIII,8.0,,https://pleiades.stoa.org/places/416767,,,,unlocated,
44,,,16. Flaminia.,Helvillum-Ancona,,,,,Senagallia,Sena Gallica,Sena Gallica,m. p.,VIII,m. p. VIII,8.0,,https://pleiades.stoa.org/places/413310,43.714978,13.21799,,settlement,
45,,,16. Flaminia.,Helvillum-Ancona,,,ad,,Ad Aesim,Aesis flumen,Ad Aesim,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/412989,43.629616,13.396908,,station,
46,,,16. Flaminia.,Helvillum-Ancona,,,,,Ancona,Ancona,Ancon(a),m. p.,VIII,m. p. VIII,8.0,,https://pleiades.stoa.org/places/413014,43.618992666666700,13.516072666666700,,urban,
47,,316.6,16. Flaminia.,Septempeda-Castrum Truentinum,sum-route-start,A Septempeda Castro Truentino m. p. LXXIII:,,,Septempeda,Septempeda,Septempeda,,,,,,https://pleiades.stoa.org/places/413314,43.2353780132057,13.195865493531400,,,
48,,316.6,16. Flaminia.,Septempeda-Castrum Truentinum,sum-route-end,A Septempeda Castro Truentino m. p. LXXIII:,,,Castro Truentino,Castrum Truentinum,Castrum Truentinum,m. p.,LXXIII, m. p. LXXIII,,,https://pleiades.stoa.org/places/413074,42.913675,13.904352,,,
49,,,16. Flaminia.,Septempeda-Castrum Truentinum,,,,,,Septempeda,Septempeda,,,,0.0,,https://pleiades.stoa.org/places/413314,43.2353780132057,13.195865493531400,,defensive-wall,
50,,,16. Flaminia.,Septempeda-Castrum Truentinum,,,,,Vrbe Salvia,Urbs Salvia,Urbs Salvia,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/413364,43.1976738,13.3847004,,settlement,
51,,,16. Flaminia.,Septempeda-Castrum Truentinum,,,,,Firmum,Firmum,Firmum Picenum,m. p.,XVIII,m. p. XVIII,18.0,,https://pleiades.stoa.org/places/413135,43.1610772,13.7168264,,settlement,
52,,,16. Flaminia.,Septempeda-Castrum Truentinum,,,,,Asclo,Asculum,Asculum,m. p.,XXIIII,m. p. XXIIII,24.0,,https://pleiades.stoa.org/places/413036,42.855397,13.574951,,settlement,
53,,,16. Flaminia.,Septempeda-Castrum Truentinum,,,,,Castro Truentino,Castrum Truentinum,Castrum Truentinum,m. p.,XX,m. p. XX,20.0,,https://pleiades.stoa.org/places/413074,42.913675,13.904352,,settlement,
