sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
29,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Dimis,Dyme/Dymai,*Dymae,m. p.,XVI,m. p. XVI,16.0,,https://pleiades.stoa.org/places/501407,40.939631,26.271198,,station (road or coastal),
30,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Zervis,Zervae,Zervae/Zirinae,m. p.,XXIIII,m. p. XXIIII,24.0,,https://pleiades.stoa.org/places/501663,41.160844,26.311937,,station (road or coastal),
31,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Plotinopolim,Plotinopolis,Plotino(u)polis,m. p.,XXIIII,m. p. XXIIII,24.0,,https://pleiades.stoa.org/places/501572,41.358625,26.499702,,settlement,
32,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Hadrianopolim,Hadrianopolis,Hadrianopolis,m. p.,XXI,m. p. XXI,21.0,,https://pleiades.stoa.org/places/638977,37.121577,29.853632,,settlement,
33,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Ostidizo,Ostudizus,Ostudizo,m. p.,XVIIII,m. p. XVIIII,19.0,,,41.5499183719183,26.8216603828185,,unknown,"Coordinates from Örberg, coming from Löhberg’s Index. Absent in Pleiades as far as I can see."
34,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Burdidizo,Burtudizum,Burtudizon,m. p.,XVIIII,m. p. XVIIII,19.0,,https://pleiades.stoa.org/places/511195,41.427933,27.092423,,settlement,
35,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Bergule,Bergulae,Berg(o)ule/Arkadioupolis,m. p.,XVII,m. p. XVII,17.0,,https://pleiades.stoa.org/places/511185,41.4017405,27.352699,,settlement,
36,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Drusiparo,Drusipara,Dr(o)usipara,m. p.,XIIII,m. p. XIIII,14.0,,https://pleiades.stoa.org/places/511241,41.300089,27.543955,,settlement,
37,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Thirallo,Tzurullum,Izirallo/Tzirallo/Thirallo,m. p.,XVI,m. p. XVI,16.0,,,41.1666897906,27.7953932947,,unknown,"Coordinates from Örberg, coming from Löhberg’s Index. Absent in Pleiades as far as I can see."
38,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Perintho Erac.,Perinthus/Heraclea,Perinthus/Heraclea,m. p.,XVIII,m. p. XVIII,18.0,,https://pleiades.stoa.org/places/511357,40.971013,27.952973,,settlement,
39,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Cenofrurio,Cenopurium,,m. p.,XVIII,m. p. XVIII,18.0,,,41.2322499,28.1955952,,unknown,"Coordinates from Örberg, coming from Löhberg’s Index. Absent in Pleiades as far as I can see."
40,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Melantrada,Melantias,Melantias,m. p.,XXVII,m. p. XXVII,27.0,,https://pleiades.stoa.org/places/511315,41.028946,28.764683,,station (road or coastal),
41,,,17. Iter quod ducit a Durrachio PER MACEDONIAM  ET TRACHIAM Bizantium usque:,Dyrrhachium-Byzantium,,,,,Bizantio,Byzantium,Byzantium,m. p.,XVIIII,m. p. XVIIII,19.0,,https://pleiades.stoa.org/places/520985,41.005902,28.9738815,,settlement,
