sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
131,,,7. ITEM DE PANNONIIS IN GALLIAS,Augusta Vindelicum-Argentorate,,Rauracis m. p. XXVII leg.,,,Rauracis,Augusta Raurica,Col. Augusta Raurica,m. p.,XXVII ,m. p. XXVII ,27.0,,https://pleiades.stoa.org/places/177494,47.533241,7.722118000000000,legio,settlement,
132,,,7. ITEM DE PANNONIIS IN GALLIAS,Augusta Vindelicum-Argentorate,,Arialbino m. p. XVII leg.,,,Arialbino,Arialbinnum,Arialbino,m. p.,XVII ,m. p. XVII ,17.0,,https://pleiades.stoa.org/places/181203,47.5674262052496,7.5439073379105,legio,unlocated,"Coordinates from Örberg, coming from Löhberg’s Index. Absent in Pleiades as far as I can see."
133,,,7. ITEM DE PANNONIIS IN GALLIAS,Augusta Vindelicum-Argentorate,,,,,Vruncis,Urunci,Uruncis?,m. p.|leugas,XXII|X,m. p. XXII leugas X,22.0,,https://pleiades.stoa.org/places/177649,47.7813285,7.3470445,,settlement,
134,,,7. ITEM DE PANNONIIS IN GALLIAS,Augusta Vindelicum-Argentorate,,,,,Monte Brisiaco,Mons Brisiacus,(Mons) Brisiacus,m. p.|leugas,XXIII|XV,m. p. XXIII leugas XV,23.0,,https://pleiades.stoa.org/places/109174,48.0286545,7.581259,mons,fort,
135,,,7. ITEM DE PANNONIIS IN GALLIAS,Augusta Vindelicum-Argentorate,,,,,Helueto,Helvetum,Helvetum/Ellelum,m. p.|leugas,XXVIII|XVIIII,m. p. XXVIII leugas XVIIII,28.0,,https://pleiades.stoa.org/places/109041,48.372887,7.616824,,settlement,
136,,,7. ITEM DE PANNONIIS IN GALLIAS,Augusta Vindelicum-Argentorate,,,,,Argentorato,Argentorate,Argentorate,m. p.|leugas,XXVIIII|XVIIII,m. p. XXVIIII leugas XVIIII,29.0,,https://pleiades.stoa.org/places/108754,48.582416,7.747407,,fort,
137,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,,Argentorate,Argentorate,,,,0.0,,https://pleiades.stoa.org/places/108754,48.582416,7.747407,,fort,
138,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Brocomago,Brocomagus,Brocomagus,m. p.,XX,m. p. XX,20.0,,https://pleiades.stoa.org/places/108828,48.73002,7.711178,,settlement,
139,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Concordia,Concordia,Concordia?,m. p.,XVIII,m. p. XVIII,18.0,,https://pleiades.stoa.org/places/108897,49.030361,7.968095,,settlement,
140,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Noviomago,Noviomagus,Noviomagus/Nemetae,m. p.,XX,m. p. XX,20.0,,https://pleiades.stoa.org/places/109224,49.3172545,8.436718000000000,,settlement,
141,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Bingio,Bingium,Bingium,m. p.,XXV,m. p. XXV,25.0,,https://pleiades.stoa.org/places/108809,49.96790555,7.89377555,,settlement,
142,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Antunnaco,Antunnacum,Antunnacum,m. p.,XVII,m. p. XVII,17.0,,https://pleiades.stoa.org/places/108746,50.439196,7.406147,,settlement,
143,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Boudobrica,Boudobriga/Bodobrica,Bodobrica,m. p.,XVIIII,m. p. XVIIII,19.0,,https://pleiades.stoa.org/places/108817,50.2310402666667,7.591762433333330,,fort-2,
144,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Bonna,Bonna,Bonna,m. p.,XXII,m. p. XXII,22.0,,https://pleiades.stoa.org/places/108818,50.732632,7.096251,,fort,
145,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Colonia Agrippina,Colonia Agrippina,Ara Ubiorum/Col. Claudia Ara Agrippinensium,leugas,,leugas,0.0,,https://pleiades.stoa.org/places/108751,50.940662,6.959906500000000,colonia,settlement,
146,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Durnomago,Durnomagus,Durnomagus,leugas,VII ala,leugas VII ala,7.0,,https://pleiades.stoa.org/places/108941,51.093062,6.842095,,fort,
147,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Burungo,Burungum,Burungum?,leugas,V ala,leugas V ala,5.0,,https://pleiades.stoa.org/places/108838,51.065245,6.86775,,fort,
148,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Nevensio,Novaesium,Novaesium,leugas,V ala,leugas V ala,5.0,,https://pleiades.stoa.org/places/109215,51.183889,6.721944,,fort,
149,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Gelduba,Gelduba,Gelduba,leugas,VIIII ala,leugas VIIII ala,9.0,,https://pleiades.stoa.org/places/109002,51.3307795,6.6767965,,fort,
150,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Calone,Calo,Calo?,leugas,VIIII ala,leugas VIIII ala,9.0,,https://pleiades.stoa.org/places/108849,51.569108,6.582542,,fort,
151,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,Veteris leugas XXI castra,,,Veteris,Castra Vetera,Castra Vetera,leugas,XXI,leugas XXI ,21.0,,https://pleiades.stoa.org/places/108867,51.646389,6.469989,castra,fort,
152,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,leg. XXX Vlpia.,Colonia Ulpia Traiana,Col. Ulpia Traiana/Tricensimae,,,,0.0,,https://pleiades.stoa.org/places/108896,51.6679345,6.4481775,legio,settlement,
153,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Burginacio,Burginatium,Burginatium,leugas,VI ala,leugas VI ala,6.0,,https://pleiades.stoa.org/places/108837,51.7268395,6.3059345,,fort,
154,,,7. ITEM DE PANNONIIS IN GALLIAS,Argentorate-Leg.XXX,,,,,Harenatio,Harenatium,Harenatium,leugas,X ala,leugas X ala,10.0,,https://pleiades.stoa.org/places/98976,51.812301,6.125456,,fort,
