sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
1,,86.3,4. SICILIAE.,Traiectum-Lilybaeum,sum-route-start,A Traiecto Lilybeo m. p. CCLVII:,,,Traiecto,Traiectum,Traiectum,,,,,,https://pleiades.stoa.org/places/99046,52.090934,5.1220985,,,
2,,86.3,4. SICILIAE.,Traiectum-Lilybaeum,sum-route-end,,,,Lilybeo,Lilybaeum,Lilybaeum,m. p.,CCLVII, m. p. CCLVII,,,https://pleiades.stoa.org/places/462281,37.8027343604892,12.429664909941700,,,
3,,,4. SICILIAE.,Traiectum-Lilybaeum,,,,,,Traiectum,Traiectum,,,,0.0,,https://pleiades.stoa.org/places/99046,52.090934,5.1220985,,fortified-settlement,
4,,,4. SICILIAE.,Traiectum-Lilybaeum,,,,,Messana,Messana,Zancle/Messana,m. p.,XII,m. p. XII,12.0,,https://pleiades.stoa.org/places/462538,38.192251,15.556634,,settlement,
5,,,4. SICILIAE.,Traiectum-Lilybaeum,,,,,Tamaricios sive Palmas,Tamaricii,Phoinix/Tamaricii/Palmae,m. p.,XX,m. p. XX,20.0,,https://pleiades.stoa.org/places/462427,37.954016,15.340335,,station,It seems Palmas belongs to the previous sub-itinerary?
6,,,4. SICILIAE.,Traiectum-Lilybaeum,,Per Tauromenium,,,Tauromenium,Tauromenium,Tauromenium,,,,0.0,,https://pleiades.stoa.org/places/462506,37.852391,15.292123,,settlement,
7,,,4. SICILIAE.,Traiectum-Lilybaeum,,,,,Naxo,Naxos,Naxus (station),m. p.,XV,m. p. XV,15.0,,https://pleiades.stoa.org/places/462387,37.82534,15.266684,,station,
8,,,4. SICILIAE.,Traiectum-Lilybaeum,,,,,Acio,Acium,Acium,m. p.,XXIIII,m. p. XXIIII,24.0,,https://pleiades.stoa.org/places/462067,37.5756461,15.17314665,,settlement,
9,,,4. SICILIAE.,Traiectum-Lilybaeum,,,,,Catina,Catania,Katane/Catina,m. p.,VIIII,m. p. VIIII,9.0,,https://pleiades.stoa.org/places/462270,37.502959,15.088142,,settlement,
10,,,4. SICILIAE.,Traiectum-Lilybaeum,,,,,Capitonianibus,Capitoniana,Capitoniana,m. p.,XXIIII,m. p. XXIIII,24.0,,https://pleiades.stoa.org/places/462131,37.388048,14.692681,,station,
11,,,4. SICILIAE.,Traiectum-Lilybaeum,,,,,Gela sive Filosofianis,Gela,Philosophiana,m. p.,XXI,m. p. XXI,21.0,,https://pleiades.stoa.org/places/462423,37.3190798213414,14.295446146487,,basilica,
12,,,4. SICILIAE.,Traiectum-Lilybaeum,,,,,Petilianis,Petilianae,Pitiniana,m. p.,XXVII,m. p. XXVII,27.0,,https://pleiades.stoa.org/places/462441,37.403181,13.617815,,station,
