title,uri,type,representative_latitude,representative_longitude,location_precision
Babyllenioi,https://pleiades.stoa.org/places/40067,unlocated,,,rough
Bosara/Boseude/Kosara/Koseude,https://pleiades.stoa.org/places/40088,unlocated,,,rough
Apokopa Mikra,https://pleiades.stoa.org/places/40048,unlocated,,,rough
Bana/Baua,https://pleiades.stoa.org/places/40072,unlocated,,,rough
Aigra/Egra,https://pleiades.stoa.org/places/40025,unlocated,,,rough
Alilaioi,https://pleiades.stoa.org/places/40033,unlocated,,,rough
Autaei,https://pleiades.stoa.org/places/40064,unlocated,,,rough
Antiochou Solen,https://pleiades.stoa.org/places/40044,unlocated,,,rough
Arabanitai/Rabanitai/Sabor/Mafa,https://pleiades.stoa.org/places/40052,unlocated,,,rough
Caldis,https://pleiades.stoa.org/places/40091,unlocated,,,rough
Aithiopes Rhapsioi,https://pleiades.stoa.org/places/40029,unlocated,,,rough
Borea,https://pleiades.stoa.org/places/40087,unlocated,,,rough
Bacaschami Riphearina,https://pleiades.stoa.org/places/40068,unlocated,,,rough
Boon,https://pleiades.stoa.org/places/40086,unlocated,,,rough
Bacchias (island),https://pleiades.stoa.org/places/40069,unlocated,,,rough
Aithiopes Ichthyophagoi,https://pleiades.stoa.org/places/40028,unlocated,,,rough
Cachinna/Cachina/Chachina/Capina,https://pleiades.stoa.org/places/40090,unlocated,,,rough
Arabis,https://pleiades.stoa.org/places/40053,unlocated,,,rough
Antiphilou Limen,https://pleiades.stoa.org/places/40045,unlocated,,,rough
Autoba,https://pleiades.stoa.org/places/40065,unlocated,,,rough
Alabana/Albana,https://pleiades.stoa.org/places/40032,unlocated,,,rough
Aigialos Mikros,https://pleiades.stoa.org/places/40024,unlocated,,,rough
Bangenos,https://pleiades.stoa.org/places/40073,unlocated,,,rough
Arabis/Arbis,https://pleiades.stoa.org/places/40049,unlocated,,,rough
Arsi,https://pleiades.stoa.org/places/40054,unlocated,,,rough
Andidalei/Antiadalei/Antidalei/Anthiadala/Antiadala,https://pleiades.stoa.org/places/40039,unlocated,,,rough
Berethis,https://pleiades.stoa.org/places/40081,unlocated,,,rough
Agge,https://pleiades.stoa.org/places/40019,unlocated,,,rough
Atalmo,https://pleiades.stoa.org/places/40058,unlocated,,,rough
Barasasa,https://pleiades.stoa.org/places/40074,unlocated,,,rough
Aigialos Megas,https://pleiades.stoa.org/places/40023,unlocated,,,rough
Aminea/Aminoei,https://pleiades.stoa.org/places/40035,unlocated,,,rough
Attiroi,https://pleiades.stoa.org/places/40062,unlocated,,,rough
Aua/Aue,https://pleiades.stoa.org/places/40063,unlocated,,,rough
Allumaiotai/Alumeotai,https://pleiades.stoa.org/places/40034,unlocated,,,rough
Aiathuris,https://pleiades.stoa.org/places/40022,unlocated,,,rough
Athagaus,https://pleiades.stoa.org/places/40059,unlocated,,,rough
Agame,https://pleiades.stoa.org/places/40018,unlocated,,,rough
Berenice Panchrysos,https://pleiades.stoa.org/places/40080,settlement,21.950248546769000,35.14114767066870,precise
Amnum,https://pleiades.stoa.org/places/40038,unlocated,,,rough
Chaalla,https://pleiades.stoa.org/places/40096,unlocated,,,rough
Bega,https://pleiades.stoa.org/places/40079,unlocated,,,rough
Asaraei,https://pleiades.stoa.org/places/40055,unlocated,,,rough
Antibacchias,https://pleiades.stoa.org/places/40043,unlocated,,,rough
Byzantine fort at Halos,https://pleiades.stoa.org/places/400626651,fort-2,39.143192021546800,22.810977823376000,precise
Acropolis of Halos,https://pleiades.stoa.org/places/400626652,acropolis,39.14406522449310,22.813992314558600,precise
Guadarmes (river),https://pleiades.stoa.org/places/400879977,river,38.571787122719200,-4.726180951853790,precise
Mausoleum of Lucilius Peto,https://pleiades.stoa.org/places/400889194,tomb,41.91497279786140,12.496589483606100,precise
Tall Abū Ṣālabīkh,https://pleiades.stoa.org/places/400449190,findspot,30.7546,47.134,precise
Son Espases Roman Camp,https://pleiades.stoa.org/places/400546522,fort-2,39.60958715440410,2.643940889831450,precise
Eešerke,https://pleiades.stoa.org/places/407033545,unlocated,,,rough
Contrada Diana,https://pleiades.stoa.org/places/407608949,cemetery,38.467145177639800,14.95373201889800,precise
Caerphilly Roman fort,https://pleiades.stoa.org/places/407613499,fort,51.5775229,-3.222214,precise
Tech (river),https://pleiades.stoa.org/places/407809788,river,42.47752454325320,2.669980468611120,precise
Grotte dell'Acqua,https://pleiades.stoa.org/places/407809786,archaeological-site,40.8250584,14.0595539,precise
Pont du Diable (Céret),https://pleiades.stoa.org/places/407809787,bridge,42.4957812136421,2.744579573021210,precise
Bīt-Purutaš (kingdom),https://pleiades.stoa.org/places/407444302,region,38.9758726,36.140926,precise
Sanctuary of the People and Graces,https://pleiades.stoa.org/places/407584240,shrine,37.976214,23.721839,precise
Dubayy,https://pleiades.stoa.org/places/407556085,settlement,,,rough
Untitled,https://pleiades.stoa.org/places/406948,monastery,43.433333,9.9,rough
Monastero di San Mamiliano,https://pleiades.stoa.org/places/406949,abbey,42.3376802,10.3019945,precise
Untitled,https://pleiades.stoa.org/places/406947,monastery,43.037616,9.817982,rough
Saint-Saturnin-du-Bois Gallo-Roman villa,https://pleiades.stoa.org/places/406006819,villa,46.1391438,-0.6676122,precise
An unnamed quarry on Ilva,https://pleiades.stoa.org/places/406192,quarry,42.761833,10.240833,rough
Casale Bevilacqua,https://pleiades.stoa.org/places/406195490,villa,,,rough
Regio V (Esquiliae),https://pleiades.stoa.org/places/406470991,region,,,rough
Kalhu Archive 9,https://pleiades.stoa.org/places/406465130,archive-repository,36.098469,43.327303,precise
Mnajdra Megalithic Temple (Malta),https://pleiades.stoa.org/places/406293647,temple-2,35.826689089663500,14.436346961157000,precise
Theater of Nero,https://pleiades.stoa.org/places/406270378,archaeological-site,41.901702727856600,12.460955184438000,precise
Poulnabrone dolmen,https://pleiades.stoa.org/places/406501931,tomb,53.0486903,-9.1400214,precise
Tropaeum Traiani (monument),https://pleiades.stoa.org/places/406510719,monument,44.1023173,27.9558036,precise
Draga/Grada,https://pleiades.stoa.org/places/40129,unlocated,,,rough
Larendani,https://pleiades.stoa.org/places/40191,unlocated,,,rough
Kynamolgoi,https://pleiades.stoa.org/places/40187,unlocated,,,rough
Kadoupoi,https://pleiades.stoa.org/places/40168,unlocated,,,rough
Gabala,https://pleiades.stoa.org/places/40144,unlocated,,,rough
Daphnous,https://pleiades.stoa.org/places/40113,unlocated,,,rough
Codani,https://pleiades.stoa.org/places/40105,unlocated,,,rough
Gerbo/Terbo,https://pleiades.stoa.org/places/40152,unlocated,,,rough
Dolicae/Doricae,https://pleiades.stoa.org/places/40125,unlocated,,,rough
Kardamine,https://pleiades.stoa.org/places/40172,unlocated,,,rough
Isidis Portus,https://pleiades.stoa.org/places/40164,unlocated,,,rough
Embolon,https://pleiades.stoa.org/places/40133,unlocated,,,rough
Garbaton M./Garbato M.,https://pleiades.stoa.org/places/40148,unlocated,,,rough
Cucios,https://pleiades.stoa.org/places/40109,unlocated,,,rough
Cornan,https://pleiades.stoa.org/places/40108,unlocated,,,rough
Gauron M.,https://pleiades.stoa.org/places/40149,unlocated,,,rough
Isidos (island),https://pleiades.stoa.org/places/40165,unlocated,,,rough
Katadrai,https://pleiades.stoa.org/places/40173,unlocated,,,rough
Divitia,https://pleiades.stoa.org/places/40124,unlocated,,,rough
Coboris,https://pleiades.stoa.org/places/40104,unlocated,,,rough
Daphnine,https://pleiades.stoa.org/places/40112,unlocated,,,rough
Kyeneion,https://pleiades.stoa.org/places/40186,unlocated,,,rough
Kalaa,https://pleiades.stoa.org/places/40169,unlocated,,,rough
Lachchere/Lachere,https://pleiades.stoa.org/places/40190,unlocated,,,rough
Dioskoron Limen,https://pleiades.stoa.org/places/40123,unlocated,,,rough
Katathrai (islands),https://pleiades.stoa.org/places/40174,archipelago,,,rough
Iambe (island),https://pleiades.stoa.org/places/40162,unlocated,,,rough
Eos M.,https://pleiades.stoa.org/places/40135,unlocated,,,rough
Deua,https://pleiades.stoa.org/places/40119,unlocated,,,rough
Halonesi,https://pleiades.stoa.org/places/40158,unlocated,,,rough
Madarra/Madasara/Sadasara,https://pleiades.stoa.org/places/40197,unlocated,,,rough
Kobe,https://pleiades.stoa.org/places/40178,unlocated,,,rough
Koraos,https://pleiades.stoa.org/places/40181,unlocated,,,rough
Eser,https://pleiades.stoa.org/places/40139,unlocated,,,rough
Euonymitai,https://pleiades.stoa.org/places/40142,unlocated,,,rough
Darde,https://pleiades.stoa.org/places/40115,unlocated,,,rough
Clara/Clari/Glari,https://pleiades.stoa.org/places/40103,unlocated,,,rough
Gomadeon Nesoi,https://pleiades.stoa.org/places/40154,unlocated,,,rough
Chenneseri/Chonneseri,https://pleiades.stoa.org/places/40102,unlocated,,,rough
Daraba/Darada,https://pleiades.stoa.org/places/40114,unlocated,,,rough
Eristhe,https://pleiades.stoa.org/places/40138,unlocated,,,rough
"Kolobon M., Pr.",https://pleiades.stoa.org/places/40180,unlocated,,,rough
Mada,https://pleiades.stoa.org/places/40196,unlocated,,,rough
Koloboi/Kolboi,https://pleiades.stoa.org/places/40179,unlocated,,,rough
Hippalum,https://pleiades.stoa.org/places/40159,unlocated,,,rough
Demetros Skopias Pr.,https://pleiades.stoa.org/places/40118,unlocated,,,rough
Endera,https://pleiades.stoa.org/places/40134,unlocated,,,rough
Ision M.,https://pleiades.stoa.org/places/40163,unlocated,,,rough
Kentos,https://pleiades.stoa.org/places/40175,unlocated,,,rough
Diogenous Pr.,https://pleiades.stoa.org/places/40122,unlocated,,,rough
Erchoas,https://pleiades.stoa.org/places/40137,unlocated,,,rough
Hyaila,https://pleiades.stoa.org/places/40160,unlocated,,,rough
Klimax (mountain),https://pleiades.stoa.org/places/40176,unlocated,14.57107,44.675684,precise
Didyma M.,https://pleiades.stoa.org/places/40121,unlocated,,,rough
Gypsitis,https://pleiades.stoa.org/places/40156,unlocated,,,rough
Chelonitides,https://pleiades.stoa.org/places/40101,island,,,rough
Dedakai/Didaskai/Didakai,https://pleiades.stoa.org/places/40117,unlocated,,,rough
Euangelon Limen,https://pleiades.stoa.org/places/40140,unlocated,,,rough
Machala/Makkala/Makala,https://pleiades.stoa.org/places/40195,unlocated,,,rough
Eumenous Alsos/Eumenous Limen,https://pleiades.stoa.org/places/40141,unlocated,,,rough
Daulotos,https://pleiades.stoa.org/places/40116,unlocated,,,rough
Charmuthas,https://pleiades.stoa.org/places/40100,unlocated,,,rough
Koa,https://pleiades.stoa.org/places/40177,unlocated,,,rough
Madoki,https://pleiades.stoa.org/places/40198,unlocated,,,rough
Eratonos (islands),https://pleiades.stoa.org/places/40136,archipelago,,,rough
Gaze,https://pleiades.stoa.org/places/40150,unlocated,,,rough
Coria/Boanum,https://pleiades.stoa.org/places/40107,unlocated,,,rough
Kronou Pr.,https://pleiades.stoa.org/places/40185,unlocated,,,rough
Licha Thera,https://pleiades.stoa.org/places/40193,unlocated,,,rough
Labatanis,https://pleiades.stoa.org/places/40189,unlocated,,,rough
Kamelokomai,https://pleiades.stoa.org/places/40170,unlocated,,,rough
Dora,https://pleiades.stoa.org/places/40127,unlocated,,,rough
Domazenes,https://pleiades.stoa.org/places/40126,unlocated,,,rough
Kaboubathra M.,https://pleiades.stoa.org/places/40167,unlocated,,,rough
Drimati/Drytmati,https://pleiades.stoa.org/places/40130,unlocated,,,rough
Lasine,https://pleiades.stoa.org/places/40192,unlocated,,,rough
Kreophagoi,https://pleiades.stoa.org/places/40184,unlocated,,,rough
Gapachoi/Gapaloi,https://pleiades.stoa.org/places/40147,unlocated,,,rough
Cytis,https://pleiades.stoa.org/places/40110,unlocated,,,rough
Colocasitis,https://pleiades.stoa.org/places/40106,unlocated,,,rough
Geapolis,https://pleiades.stoa.org/places/40151,unlocated,,,rough
Ekurra,https://pleiades.stoa.org/places/401704033,unlocated,33.057837500000000,44.2566075,rough
Ekunankuga,https://pleiades.stoa.org/places/401704034,temple-2,33.05839396255040,44.251384318031800,precise
Unnamed Gate of the Themistoklean Wall,https://pleiades.stoa.org/places/401250361,city-gate,37.98047,23.72332,precise
Susa Roman amphitheater,https://pleiades.stoa.org/places/408993113,amphitheatre,45.13326782731810,7.044987875966700,precise
Cadbury Hill hill fort,https://pleiades.stoa.org/places/408036363,fort,51.3814517914082,-2.80236813212339,precise
Temple of Nabû of the ḫarû at Assur,https://pleiades.stoa.org/places/408700256,temple-2,35.457361287113800,43.258589729129900,precise
Untitled Villa on the island of Igilium,https://pleiades.stoa.org/places/408457,villa,42.35,10.9,rough
Equus Tiridatis Regis Armeniorum,https://pleiades.stoa.org/places/408402998,monument,,,rough
Amaltheum,https://pleiades.stoa.org/places/408328499,unlocated,,,rough
Telesterion,https://pleiades.stoa.org/places/408217405,sanctuary,38.040911771518700,23.538631841655600,precise
Roman theater at Metellinum,https://pleiades.stoa.org/places/408518928,theatre,38.9659299,-5.9564479,precise
"Summanus, Aedes",https://pleiades.stoa.org/places/408534259,temple-2,41.891775,12.486137,rough
"Mater Deum, Aedes",https://pleiades.stoa.org/places/408534260,unlocated,,,rough
Roman villa at Santo André de Almoçageme,https://pleiades.stoa.org/places/404080747,villa,38.8000795,-9.4679618,precise
Untitled,https://pleiades.stoa.org/places/404683,bridge,43.25,10.25,rough
Untitled,https://pleiades.stoa.org/places/404682,bridge,43.25,10.25,rough
Untitled,https://pleiades.stoa.org/places/404684,bridge,42.75,11.25,rough
Til-Bašerê,https://pleiades.stoa.org/places/404687440,settlement,36.874222534671400,37.55896239043970,precise
Urakka,https://pleiades.stoa.org/places/404687441,settlement,37.0566221,40.4626949,precise
Roman necropolis at Šempeter v Savinjski Dolini,https://pleiades.stoa.org/places/404195046,cemetery,46.255398713579000,15.123281451437400,precise
Theater at Butrint,https://pleiades.stoa.org/places/404148110,theatre,39.7456223,20.0204759,precise
Coue d'Auzenat,https://pleiades.stoa.org/places/404124446,villa,45.3311109,-0.0282254,precise
House of Aulus Umbricius Scaurus,https://pleiades.stoa.org/places/404426272,townhouse,40.74941,14.485429,rough
Southwark,https://pleiades.stoa.org/places/404424015,settlement,51.50423891938270,-0.09117030413103770,precise
"Sacred Way at Iuppiter Latiaris, T.",https://pleiades.stoa.org/places/404373769,street,41.74706782874200,12.705417509925700,precise
Bwrdd Arthur,https://pleiades.stoa.org/places/40432758,fort,53.3115785,-4.1256688,precise
Soboridai,https://pleiades.stoa.org/places/40312,unlocated,,,rough
Selenes (mountain),https://pleiades.stoa.org/places/40304,unlocated,,,rough
Tabienoi,https://pleiades.stoa.org/places/40328,unlocated,,,rough
Zeeritai,https://pleiades.stoa.org/places/40349,unlocated,,,rough
Sigyene/Suskinitai,https://pleiades.stoa.org/places/40308,unlocated,,,rough
Strythophagoi,https://pleiades.stoa.org/places/40324,unlocated,,,rough
Tenessis,https://pleiades.stoa.org/places/40332,unlocated,,,rough
Stygos,https://pleiades.stoa.org/places/40325,unlocated,,,rough
Silaion,https://pleiades.stoa.org/places/40309,unlocated,,,rough
Zangenai/Gangerae/Gangorae,https://pleiades.stoa.org/places/40348,unlocated,,,rough
Taruda,https://pleiades.stoa.org/places/40329,unlocated,,,rough
Zingis Pr.,https://pleiades.stoa.org/places/40352,unlocated,,,rough
Sochchor,https://pleiades.stoa.org/places/40313,unlocated,,,rough
Sophanitae,https://pleiades.stoa.org/places/40318,unlocated,,,rough
Stratioton,https://pleiades.stoa.org/places/40322,unlocated,,,rough
Thalibae,https://pleiades.stoa.org/places/40334,unlocated,,,rough
Vadaei,https://pleiades.stoa.org/places/40343,unlocated,,,rough
Sokratus,https://pleiades.stoa.org/places/40314,unlocated,,,rough
Sebridai,https://pleiades.stoa.org/places/40302,unlocated,,,rough
Tiamaa/Tidma,https://pleiades.stoa.org/places/40338,unlocated,,,rough
Trete,https://pleiades.stoa.org/places/40339,unlocated,,,rough
Sebritae/Sembitae,https://pleiades.stoa.org/places/40303,unlocated,,,rough
Solanades,https://pleiades.stoa.org/places/40315,unlocated,,,rough
Thamar,https://pleiades.stoa.org/places/40335,unlocated,,,rough
Strato,https://pleiades.stoa.org/places/40323,unlocated,,,rough
Sophanitai,https://pleiades.stoa.org/places/40319,unlocated,,,rough
Theon Soteron Limen,https://pleiades.stoa.org/places/40336,unlocated,,,rough
Sosippu Limen,https://pleiades.stoa.org/places/40320,unlocated,,,rough
Scenitae Sabaei,https://pleiades.stoa.org/places/40300,unlocated,,,rough
Solate,https://pleiades.stoa.org/places/40316,unlocated,,,rough
Troulla Limen,https://pleiades.stoa.org/places/40341,unlocated,,,rough
Tricoryphos M.,https://pleiades.stoa.org/places/40340,unlocated,,,rough
Scytala,https://pleiades.stoa.org/places/40301,unlocated,,,rough
Stenae Dirae,https://pleiades.stoa.org/places/40321,unlocated,,,rough
Thuris,https://pleiades.stoa.org/places/40337,unlocated,,,rough
Zingabene,https://pleiades.stoa.org/places/40351,unlocated,,,rough
Sesea,https://pleiades.stoa.org/places/40306,unlocated,,,rough
Sirechae/Sirecae,https://pleiades.stoa.org/places/40310,unlocated,,,rough
Zaa,https://pleiades.stoa.org/places/40347,unlocated,,,rough
Tasitia/Tasitis,https://pleiades.stoa.org/places/40330,unlocated,,,rough
Tathis,https://pleiades.stoa.org/places/40331,unlocated,,,rough
Sirtibeis,https://pleiades.stoa.org/places/40311,unlocated,,,rough
Sibis,https://pleiades.stoa.org/places/40307,unlocated,,,rough
Zeiritai,https://pleiades.stoa.org/places/40350,unlocated,,,rough
Caldaccoli aqueduct,https://pleiades.stoa.org/places/403927,aqueduct,43.7689323,10.4367702,precise
Temple of Hermes at Çatıören,https://pleiades.stoa.org/places/403927880,temple-2,36.52167644195700,34.12549449018280,precise
Ramappa Temple,https://pleiades.stoa.org/places/403766790,temple-2,18.2593042,79.9432497,precise
Madonna del Passo,https://pleiades.stoa.org/places/403660414,settlement-modern,42.4318845,12.9228604,precise
Lalibela,https://pleiades.stoa.org/places/403627900,settlement,12.0355606,39.0462032,precise
Matara,https://pleiades.stoa.org/places/403627899,settlement,14.675334943988700,39.42565916570810,precise
"Agios Vasileios, Laconia",https://pleiades.stoa.org/places/403621799,palace-complex,36.9792392,22.478295,precise
Auser (river),https://pleiades.stoa.org/places/403185,river,43.779867950000000,10.3290413,precise
Caprasia (island),https://pleiades.stoa.org/places/403193,island,43.037616,9.817982,precise
Bottino,https://pleiades.stoa.org/places/403189,mine-2,43.9898607,10.2600493,precise
Boacias,https://pleiades.stoa.org/places/403188,station,44.163256,9.910685,precise
Cala Maestra,https://pleiades.stoa.org/places/403192,villa,42.25721131611600,11.096818798583100,precise
‘Aventia’ (river),https://pleiades.stoa.org/places/403184,river,44.0471586,10.0606235,precise
Ameglia,https://pleiades.stoa.org/places/403176,cemetery,44.068757,9.966266,precise
Artimino,https://pleiades.stoa.org/places/403183,settlement,43.782111,11.036,precise
Castiglioncello,https://pleiades.stoa.org/places/403195,settlement,43.404109,10.42891,precise
Castellina Marittima,https://pleiades.stoa.org/places/403194,mine-2,43.412657,10.576512,precise
Artemisia/Dianium (island),https://pleiades.stoa.org/places/403182,island,42.25088024062190,11.105086874223500,precise
Colonnata,https://pleiades.stoa.org/places/403198,quarry,44.087191,10.155511,precise
Apuani,https://pleiades.stoa.org/places/403177,label,44.08643705438450,10.055085140387100,precise
Arenaria (island),https://pleiades.stoa.org/places/403178,island,44.043682457346200,9.845373024489090,precise
Colle delle Carbonaie,https://pleiades.stoa.org/places/403197,settlement,44.109277,10.41119,precise
Arnus (river),https://pleiades.stoa.org/places/403181,river,43.68059606971410,10.75453351222100,precise
‘Argoos Limen’,https://pleiades.stoa.org/places/403180,settlement,42.8168005,10.3280985,precise
Argentarius (mountain),https://pleiades.stoa.org/places/403179,mountain,42.406938,11.151516,precise
Cellole,https://pleiades.stoa.org/places/403196,settlement,43.487846,11.001712,precise
Alma (river),https://pleiades.stoa.org/places/403175,river,42.85253020488770,10.833907037644000,precise
Caecina (river),https://pleiades.stoa.org/places/403191,river,43.30473139534870,10.799766410004300,precise
Belora,https://pleiades.stoa.org/places/403187,mine-2,43.344522,10.522277,precise
Ad Fines,https://pleiades.stoa.org/places/403172,station,43.25,10.25,rough
Ad Solaria,https://pleiades.stoa.org/places/403173,station,43.829747,11.116262,precise
Psatha tower (Megarid),https://pleiades.stoa.org/places/403301547,tower-defensive,38.1103717,23.2218145,precise
Taberna Frigida,https://pleiades.stoa.org/places/403279,church-2,44.02116153327790,10.116859724824100,precise
Telamon,https://pleiades.stoa.org/places/403280,settlement,42.555325,11.133273,precise
Monte Castello,https://pleiades.stoa.org/places/403243,settlement,42.77742,10.237092,precise
Gallunianum,https://pleiades.stoa.org/places/403214,settlement,43.428588,11.088246,precise
Domitiana,https://pleiades.stoa.org/places/403202,villa,42.444525,11.11594,precise
Planasia (island),https://pleiades.stoa.org/places/403255,island,42.58999326791160,10.080832313931300,precise
Ilva/Aethalia (island),https://pleiades.stoa.org/places/403222,island,42.761833,10.240833,precise
S. Vincenzino,https://pleiades.stoa.org/places/403275,villa,43.3097587,10.5104764,precise
Prile (river),https://pleiades.stoa.org/places/403263,river,42.7870871,10.9624656,precise
Luca,https://pleiades.stoa.org/places/403234,settlement,43.841840000000000,10.50703,precise
Hellana,https://pleiades.stoa.org/places/403218,station,43.886472,10.995417,precise
Ponte alle Conche,https://pleiades.stoa.org/places/403258,settlement,43.734756,10.335553,precise
Luna,https://pleiades.stoa.org/places/403235,settlement,44.064253,10.016856,precise
Portus Veneris,https://pleiades.stoa.org/places/403262,settlement,44.048291,9.832829,precise
S. Rocchino,https://pleiades.stoa.org/places/403274,settlement,43.868801,10.340781,precise
Incitaria?,https://pleiades.stoa.org/places/403223,settlement,42.4338317,11.1237128,precise
Pistoriae,https://pleiades.stoa.org/places/403254,settlement,43.932766,10.918243500000000,precise
Miemo,https://pleiades.stoa.org/places/403242,mine-2,43.409309,10.670027,precise
Marciana Marina,https://pleiades.stoa.org/places/403239,mine-2,42.803757,10.197354,precise
Tempagnano,https://pleiades.stoa.org/places/403281,settlement,43.848303,10.526964,precise
S. Maria del Giudice,https://pleiades.stoa.org/places/403273,settlement,43.781069,10.456037,precise
Pullion,https://pleiades.stoa.org/places/403265,station,44.084421500000000,9.9088758,precise
Fossae Papirianae,https://pleiades.stoa.org/places/403208,canal,43.874536,10.256911,precise
Urgo/Gorgon (island),https://pleiades.stoa.org/places/403286,island,43.42930388402730,9.899608365108670,precise
Salebro?,https://pleiades.stoa.org/places/403269,settlement,42.765854,10.882348,precise
Montecatini Val de Cécina,https://pleiades.stoa.org/places/403245,mine-2,43.392472,10.749662,precise
Fufluna/Populonium,https://pleiades.stoa.org/places/403212,settlement,42.98841969820750,10.48993922108190,precise
Pisae,https://pleiades.stoa.org/places/403253,settlement,43.719417,10.400106,precise
La Pieve,https://pleiades.stoa.org/places/403252,villa,43.298254,10.62101,precise
Monte Serra,https://pleiades.stoa.org/places/403244,mine-2,42.829372,10.404491,precise
Vatl/Vetulonia,https://pleiades.stoa.org/places/403291,settlement,42.85945453333330,10.9721088,precise
Frigidus (river),https://pleiades.stoa.org/places/403209,river,44.0452243290209,10.145582253703600,precise
Orbetello,https://pleiades.stoa.org/places/403248,settlement,42.442267,11.220672,precise
Prilius L.,https://pleiades.stoa.org/places/403264,lake,42.782295,10.9180743,precise
S. Liberata,https://pleiades.stoa.org/places/403272,villa,42.436299,11.1520473,precise
Isola del Migliarino,https://pleiades.stoa.org/places/403225,settlement,43.746445,10.315758,precise
Lago dell’Accesa (archaeological site),https://pleiades.stoa.org/places/403230,settlement,42.9877684,10.9011231,precise
Vada Volaterrana,https://pleiades.stoa.org/places/403288,settlement,43.3584548,10.4477353,precise
S. Giovanni,https://pleiades.stoa.org/places/403271,mine-2,42.795334,10.323734,precise
Isola del Tinetto,https://pleiades.stoa.org/places/403226,island,44.02379542085240,9.851065417981370,precise
Pescia,https://pleiades.stoa.org/places/403251,settlement,43.898167,10.691445,precise
Falesia,https://pleiades.stoa.org/places/403206,settlement,42.9260272,10.5404874,precise
Friniates,https://pleiades.stoa.org/places/403210,label,44.22674232102180,10.526877403841000,precise
Oglasa (island),https://pleiades.stoa.org/places/403247,island,42.33057531450080,10.309852553798200,precise
Velathri/Volaterrae,https://pleiades.stoa.org/places/403292,urban,43.401604000000000,10.8600625,precise
Umbro (river),https://pleiades.stoa.org/places/403285,river,42.82978059292010,11.179224254267200,precise
La Fucinaia,https://pleiades.stoa.org/places/403211,mine-2,43.078744,10.612571,precise
Fantiscritti,https://pleiades.stoa.org/places/403207,quarry,44.08795,10.140644,precise
S. Gaetano di Vada,https://pleiades.stoa.org/places/403270,settlement,43.352913,10.458431,precise
Puntone Vecchio,https://pleiades.stoa.org/places/403266,villa,42.889554,10.792185,precise
Valvata,https://pleiades.stoa.org/places/403289,station,43.676629,10.546805,precise
Levigliani,https://pleiades.stoa.org/places/403231,settlement,44.021805,10.285414,precise
Ponte a Moriano,https://pleiades.stoa.org/places/403257,settlement,43.907947,10.531034,precise
Massaciuccoli,https://pleiades.stoa.org/places/403241,villa,43.836039,10.360869,precise
Terriccio,https://pleiades.stoa.org/places/403282,mine-2,43.382405,10.542344,precise
Portus Pisanus?,https://pleiades.stoa.org/places/403261,settlement,43.679875500000000,10.34505,precise
Sponda,https://pleiades.stoa.org/places/403277,quarry,44.094988,10.107713,precise
Igilium (settlement and villa),https://pleiades.stoa.org/places/403220,settlement,42.3604324,10.920755,precise
Igilium (island),https://pleiades.stoa.org/places/403221,island,42.35485738494090,10.901998862433700,precise
Scarlino,https://pleiades.stoa.org/places/403276,settlement,42.909043,10.850554,precise
Portus Herculis,https://pleiades.stoa.org/places/403260,settlement,42.394886,11.203981,precise
Macra (river),https://pleiades.stoa.org/places/403237,river,44.25506547372960,9.933197018142110,precise
Virle,https://pleiades.stoa.org/places/403295,mine-2,43.807358,10.9422,precise
Poggio Pellicia,https://pleiades.stoa.org/places/403256,tumulus,42.914002847814300,11.016753005099300,precise
Magon,https://pleiades.stoa.org/places/40200,island,,,rough
Prionos,https://pleiades.stoa.org/places/40257,unlocated,,,rough
Orbadarou,https://pleiades.stoa.org/places/40241,unlocated,,,rough
Sagiatta/Sagitta/Sagitha,https://pleiades.stoa.org/places/40282,unlocated,,,rough
Sariba,https://pleiades.stoa.org/places/40294,unlocated,,,rough
Ptemithis,https://pleiades.stoa.org/places/40261,unlocated,,,rough
Neiloptolemaiou,https://pleiades.stoa.org/places/40236,unlocated,,,rough
Menan/Mena,https://pleiades.stoa.org/places/40220,island,,,rough
Satyron M.,https://pleiades.stoa.org/places/40298,unlocated,,,rough
Sabeon Minor,https://pleiades.stoa.org/places/40277,unlocated,,,rough
Saxinae/Xoxinae,https://pleiades.stoa.org/places/40299,unlocated,,,rough
Sabeon Mediana,https://pleiades.stoa.org/places/40276,unlocated,,,rough
Menambis,https://pleiades.stoa.org/places/40221,unlocated,,,rough
Nema,https://pleiades.stoa.org/places/40237,unlocated,,,rough
Psygmos,https://pleiades.stoa.org/places/40260,unlocated,,,rough
Saritai,https://pleiades.stoa.org/places/40295,unlocated,,,rough
Sakatia,https://pleiades.stoa.org/places/40283,unlocated,,,rough
Meiba,https://pleiades.stoa.org/places/40217,unlocated,,,rough
Prason,https://pleiades.stoa.org/places/40256,unlocated,-10.4815672,40.4520746,precise
Magusum,https://pleiades.stoa.org/places/40201,settlement,,,rough
Sandake,https://pleiades.stoa.org/places/40288,unlocated,,,rough
Myronos,https://pleiades.stoa.org/places/40230,island,,,rough
Monodaktylon M.,https://pleiades.stoa.org/places/40226,unlocated,,,rough
Rhapsioi,https://pleiades.stoa.org/places/40271,unlocated,,,rough
Manteion Artemidos,https://pleiades.stoa.org/places/40206,unlocated,,,rough
Phthouri/Phthour,https://pleiades.stoa.org/places/40251,unlocated,,,rough
Pataita,https://pleiades.stoa.org/places/40247,unlocated,,,rough
