title,uri,type,representative_latitude,representative_longitude,location_precision
Assur Archive 15 (N 1),https://pleiades.stoa.org/places/62104824,archive-repository,35.46058,43.262114,precise
Assur Archive 18,https://pleiades.stoa.org/places/62104825,archive-repository,35.459547,43.261508,precise
Pythionike monument,https://pleiades.stoa.org/places/621165832,monument,,,rough
Forum of Cosa,https://pleiades.stoa.org/places/6218928,plaza,42.412778,11.288333,precise
Untitled,https://pleiades.stoa.org/places/621382,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621377,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621376,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621371,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621367,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621370,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621373,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621369,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621368,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621372,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621380,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621379,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621375,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621374,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621378,road,39.0,34.0,rough
Untitled,https://pleiades.stoa.org/places/621381,road,39.0,34.0,rough
Ġgantija,https://pleiades.stoa.org/places/62131047,sanctuary,36.0486137570562,14.268979693297400,precise
Monte San Giovanni Campano,https://pleiades.stoa.org/places/621589779,settlement,41.633333,13.516667,precise
Arane,https://pleiades.stoa.org/places/628926,fort,39.155572,37.790778,precise
Eski Arabkir,https://pleiades.stoa.org/places/628971,settlement,39.058893,38.489809,precise
Archalla,https://pleiades.stoa.org/places/628930,settlement,38.83082666666670,35.34248266666670,precise
In Medio,https://pleiades.stoa.org/places/628992,station,39.454496,36.957087,precise
Gundusa,https://pleiades.stoa.org/places/628984,settlement,39.571371,37.308303,precise
Arege,https://pleiades.stoa.org/places/628931,fort,39.294313,38.342193,precise
(H)Erp(h)a,https://pleiades.stoa.org/places/628989,settlement,38.668869,36.220454,precise
Dulluk Tepe,https://pleiades.stoa.org/places/628966,fort,38.399131,38.375296,precise
Arapözü,https://pleiades.stoa.org/places/628927,settlement,39.284923,35.890552,precise
Gauraina,https://pleiades.stoa.org/places/628982,settlement,38.722928000000000,37.257490000000000,precise
Cilicia,https://pleiades.stoa.org/places/628957,region,38.67449188366830,35.78865122861810,precise
Akdağmadeni,https://pleiades.stoa.org/places/628920,mine-2,39.65837,35.854436,precise
Kantariz Kalesi,https://pleiades.stoa.org/places/628998,fort,39.354282,36.899872,precise
Euspena,https://pleiades.stoa.org/places/628977,settlement,39.235631,37.385969,precise
Armenia Minor,https://pleiades.stoa.org/places/628936,region,39.563857017035300,38.3301408085405,precise
Kara Kavak,https://pleiades.stoa.org/places/628999,settlement,38.968961,37.917048,precise
Alacahan,https://pleiades.stoa.org/places/628921,station,39.11163,37.596758,precise
Ablastha,https://pleiades.stoa.org/places/628917,settlement,38.201601,37.190334,precise
Azapbaşlı,https://pleiades.stoa.org/places/628940,settlement,39.542231,35.416674,precise
Gökkaya,https://pleiades.stoa.org/places/628983,cemetery,40.037653,36.836075,precise
Kabassos,https://pleiades.stoa.org/places/628995,settlement,38.134602,36.127534,precise
Chosomachon,https://pleiades.stoa.org/places/628955,fort,39.0597745,38.934986000000000,precise
Bahçebaşı,https://pleiades.stoa.org/places/628943,settlement,38.378277,38.381218,precise
Aşağı Kızıl Çevrek,https://pleiades.stoa.org/places/628938,cemetery,38.83787,36.585664,precise
Fırakdın,https://pleiades.stoa.org/places/628979,settlement,38.253654,35.623396,precise
Kale,https://pleiades.stoa.org/places/628996,fort,38.390697,38.733046,precise
Comana/Hierapolis/Chryse,https://pleiades.stoa.org/places/628959,settlement,38.331325235828,36.32398483553570,precise
Ad Aras,https://pleiades.stoa.org/places/628918,fort,38.410865,38.688269,precise
Ariaratheia,https://pleiades.stoa.org/places/628934,settlement,38.723507,36.39233400000000,precise
Dascusa,https://pleiades.stoa.org/places/628963,fort,38.9378535,38.73330300000000,precise
Analib(l)a,https://pleiades.stoa.org/places/628922,fort,39.528217,38.582014,precise
Anisa,https://pleiades.stoa.org/places/628923,settlement,38.85108307253750,35.63532835448260,precise
Eulepa,https://pleiades.stoa.org/places/628974,settlement,39.027920000000000,35.870839000000000,precise
Dalanda,https://pleiades.stoa.org/places/628962,settlement,38.538074,37.50948,precise
Armaxa,https://pleiades.stoa.org/places/628935,settlement,39.18618,36.0663835,precise
Agranai,https://pleiades.stoa.org/places/628919,settlement,39.739003,35.838751,precise
Coduzalaba/Sabalassos?,https://pleiades.stoa.org/places/628958,settlement,38.484719,36.504406,precise
Kamisa/Comassa,https://pleiades.stoa.org/places/628997,settlement,39.845769,37.401155,precise
Aşutka,https://pleiades.stoa.org/places/628939,fort,39.15979,38.608979,precise
Bagadania,https://pleiades.stoa.org/places/628942,region,38.35611294671850,35.72882441436710,precise
Chorsabia/Carsa(g)is,https://pleiades.stoa.org/places/628954,fort,39.898965000000000,38.9485065,precise
Cappadocia (region),https://pleiades.stoa.org/places/628949,region,38.63386900331610,35.84911810514210,precise
Argaeus (mountain),https://pleiades.stoa.org/places/628932,mountain,38.5319536,35.4489507,precise
Dastracus (mountain),https://pleiades.stoa.org/places/628965,mountain,39.925909351548300,38.39743832561150,precise
Eudoixata,https://pleiades.stoa.org/places/628973,settlement,39.518077,37.217065,precise
Antitaurus Mons,https://pleiades.stoa.org/places/628924,mountain,38.81960453333330,36.460203566666700,rough
Charax?,https://pleiades.stoa.org/places/628953,settlement,39.622921,38.801937,precise
Bünyan,https://pleiades.stoa.org/places/628945,villa,38.845609,35.852728,precise
Elegeia,https://pleiades.stoa.org/places/628969,settlement,38.449691,38.827157,precise
Arasaxa,https://pleiades.stoa.org/places/628928,settlement,38.623979500000000,35.87671,precise
Arca,https://pleiades.stoa.org/places/628929,settlement,38.33454,37.9711315,precise
Ekrek,https://pleiades.stoa.org/places/628968,settlement,38.670701,36.022494,precise
Hastek Kale,https://pleiades.stoa.org/places/628987,fort,38.937226,38.6525,precise
[Bathys Rhyax]/[Krya Pege]?,https://pleiades.stoa.org/places/628944,settlement,39.836743,36.701128500000000,precise
Arabissos/Tripotamos,https://pleiades.stoa.org/places/628925,settlement,38.246013000000000,36.911673,precise
Euagina/Sebagena?,https://pleiades.stoa.org/places/628972,settlement,38.521909,36.011965,precise
Dasmenda?,https://pleiades.stoa.org/places/628964,fort,38.726398,36.217593,precise
[Argaous],https://pleiades.stoa.org/places/628933,settlement,38.77556,38.268775,precise
Capotes (mountain),https://pleiades.stoa.org/places/628948,mountain,39.863205,38.890095,precise
Forum Subertanum,https://pleiades.stoa.org/places/628738529,unlocated,,,rough
Ninurta temple (Kalhu),https://pleiades.stoa.org/places/62810658,temple-2,36.100585,43.327127,precise
Kalhu ziggurat,https://pleiades.stoa.org/places/62810657,temple-2,36.101024,43.32701,precise
Torri in Sabina,https://pleiades.stoa.org/places/628874995,settlement,42.353029,12.638574,precise
Eumenetica regio,https://pleiades.stoa.org/places/628417699,region,,,rough
"Church of the Saviour, Thessaloniki",https://pleiades.stoa.org/places/628342669,church-2,40.63209631819010,22.950881547151000,precise
Mut el-Kharab,https://pleiades.stoa.org/places/624813669,sanctuary,25.485236,28.968881,precise
Uqaya,https://pleiades.stoa.org/places/62447763,unlocated,,,rough
Cattabania (region),https://pleiades.stoa.org/places/624448622,region,,,rough
Cuccuru Nuraxi,https://pleiades.stoa.org/places/624280354,nuraghe,39.286183450000000,9.1767227,precise
Pozzo sacro di Sa Testa,https://pleiades.stoa.org/places/623096561,well,40.9346022,9.5460621,precise
Roman theater at Perge,https://pleiades.stoa.org/places/623620658,theatre,36.9580113,30.8511971,precise
Lemba Lakkous,https://pleiades.stoa.org/places/623202122,settlement,34.8131005594715,32.40587355268100,precise
House of the Birds at Italica,https://pleiades.stoa.org/places/623258561,garden-hortus,37.441801666228600,-6.044457308638210,precise
Ribadiso Roman bridge,https://pleiades.stoa.org/places/623510547,bridge,42.9308198,-8.1303178,precise
Sant Amanç de Viladés,https://pleiades.stoa.org/places/623547528,villa,41.734012,1.680925,precise
Guillena,https://pleiades.stoa.org/places/623550296,settlement,37.5410654,-6.0575241,precise
Theater at Phoinike,https://pleiades.stoa.org/places/622079673,theatre,39.91365812048050,20.056567441707900,precise
Via Praenestina,https://pleiades.stoa.org/places/622606468,road,41.88928852280250,12.639817424068300,rough
Kristenos,https://pleiades.stoa.org/places/622150,settlement,,,rough
Kik[.]os,https://pleiades.stoa.org/places/622146,settlement,,,rough
Diktis,https://pleiades.stoa.org/places/622131,unlocated,,,rough
Ambitouti,https://pleiades.stoa.org/places/622126,people,,,rough
Rastia,https://pleiades.stoa.org/places/622171,unlocated,,,rough
Petenissos,https://pleiades.stoa.org/places/622167,unlocated,,,rough
Klaudiopolis,https://pleiades.stoa.org/places/622147,unlocated,,,rough
Voturi,https://pleiades.stoa.org/places/622184,people,,,rough
Euagina/Phoubagina,https://pleiades.stoa.org/places/622137,unlocated,,,rough
Olenos,https://pleiades.stoa.org/places/622160,unlocated,,,rough
Silandene,https://pleiades.stoa.org/places/622176,unlocated,,,rough
Mithridation,https://pleiades.stoa.org/places/622156,unlocated,,,rough
Garmias/Karima,https://pleiades.stoa.org/places/622140,unlocated,,,rough
Moustilia,https://pleiades.stoa.org/places/622157,unlocated,,,rough
Toutobodiaci,https://pleiades.stoa.org/places/622182,people,,,rough
Stabiu,https://pleiades.stoa.org/places/622177,unlocated,,,rough
Ouadata,https://pleiades.stoa.org/places/622161,unlocated,,,rough
Earsos,https://pleiades.stoa.org/places/622136,unlocated,,,rough
Scanatus,https://pleiades.stoa.org/places/622174,unlocated,,,rough
Ouanota,https://pleiades.stoa.org/places/622162,unlocated,,,rough
Imrougarene,https://pleiades.stoa.org/places/622142,unlocated,,,rough
Louloumnenos,https://pleiades.stoa.org/places/622154,unlocated,,,rough
Timoniacenses,https://pleiades.stoa.org/places/622181,people,,,rough
Gadasena,https://pleiades.stoa.org/places/622139,unlocated,,,rough
Tetrapyrgia,https://pleiades.stoa.org/places/622180,unlocated,39.25,35.75,rough
Tetradion,https://pleiades.stoa.org/places/622179,unlocated,,,rough
Drynemeton,https://pleiades.stoa.org/places/622134,unlocated,,,rough
Ouestene,https://pleiades.stoa.org/places/622163,unlocated,,,rough
Seiva/Siva,https://pleiades.stoa.org/places/622175,unlocated,,,rough
(...)pykena,https://pleiades.stoa.org/places/622122,unlocated,,,rough
Odogra/Odoga,https://pleiades.stoa.org/places/622159,unlocated,,,rough
Karissa,https://pleiades.stoa.org/places/622144,unlocated,,,rough
Landosia,https://pleiades.stoa.org/places/622152,unlocated,,,rough
Cuballum,https://pleiades.stoa.org/places/622129,unlocated,,,rough
Phreata,https://pleiades.stoa.org/places/622168,unlocated,,,rough
Klintene,https://pleiades.stoa.org/places/622148,unlocated,,,rough
Alassenses,https://pleiades.stoa.org/places/622125,people,,,rough
Ouinzela,https://pleiades.stoa.org/places/622164,unlocated,,,rough
Doudousa/Doudoua,https://pleiades.stoa.org/places/622133,unlocated,,,rough
Didienses,https://pleiades.stoa.org/places/622132,people,,,rough
Oukena/Oukaina,https://pleiades.stoa.org/places/622165,unlocated,,,rough
Saralius/Saralos,https://pleiades.stoa.org/places/622173,unlocated,,,rough
Agrizama,https://pleiades.stoa.org/places/622124,unlocated,,,rough
Kouesseus,https://pleiades.stoa.org/places/622149,settlement,,,rough
Zama,https://pleiades.stoa.org/places/622186,unlocated,,,rough
Posdala,https://pleiades.stoa.org/places/622169,unlocated,,,rough
Comenses,https://pleiades.stoa.org/places/622128,people,,,rough
Laskoria/Lassora,https://pleiades.stoa.org/places/622153,unlocated,,,rough
Kelosina,https://pleiades.stoa.org/places/622145,unlocated,,,rough
Convento delle Monache at Grottaferrata,https://pleiades.stoa.org/places/62216684,villa,,,rough
Torrione di Micara,https://pleiades.stoa.org/places/622154841,tomb,41.80851910491070,12.655267503998000,precise
Montione,https://pleiades.stoa.org/places/622154842,villa,41.798895,12.6571179,precise
Rock inscription near ‘Ayn-i Rūm,https://pleiades.stoa.org/places/622816458,archaeological-site,37.1837,45.132,precise
Kef Kalesi,https://pleiades.stoa.org/places/622564240,fort-2,38.8334836185023,42.71905528762940,precise
Adoni,https://pleiades.stoa.org/places/625626693,nuraghe,39.785806,9.1731198,precise
Santa Maria dell'Orto,https://pleiades.stoa.org/places/625199888,church-2,41.88679377111930,12.47466209061550,precise
Karahan,https://pleiades.stoa.org/places/625114447,findspot,38.94891125,43.65984415,precise
Tapah Farukhābād,https://pleiades.stoa.org/places/625383494,archaeological-site,32.5873,47.2246,precise
Zanǧān,https://pleiades.stoa.org/places/659929984,settlement,36.5,48.5,rough
Monte Rocche,https://pleiades.stoa.org/places/659022266,settlement,43.8484748,7.8674622,precise
"Temple of Olympian Zeus, Athens",https://pleiades.stoa.org/places/659771158,archaeological-site,37.969433192506600,23.733106972296300,precise
"Temple of Olympian Zeus, Syracuse",https://pleiades.stoa.org/places/659771156,sanctuary,37.05149175496770,15.257031735550800,precise
Tel Dalit,https://pleiades.stoa.org/places/659771157,settlement,31.9768307,34.969541,precise
Roman amphitheater at Volsinii,https://pleiades.stoa.org/places/659746118,amphitheatre,42.65028535665010,11.990163266029200,precise
Villa romana delle Grotte,https://pleiades.stoa.org/places/659743015,villa,42.80043425090910,10.330810734303900,precise
Passo Lombardo,https://pleiades.stoa.org/places/659743014,villa,41.84511082758890,12.647729803698000,precise
Untitled,https://pleiades.stoa.org/places/659117,aqueduct,37.25,35.75,rough
Untitled,https://pleiades.stoa.org/places/659121,aqueduct,37.25,36.25,rough
Untitled,https://pleiades.stoa.org/places/659120,aqueduct,36.75,35.75,rough
Untitled,https://pleiades.stoa.org/places/659119,aqueduct,36.75,35.75,rough
Untitled,https://pleiades.stoa.org/places/659123,aqueduct,36.75,36.25,rough
Untitled,https://pleiades.stoa.org/places/659122,aqueduct,36.75,36.25,rough
Untitled,https://pleiades.stoa.org/places/659118,aqueduct,37.25,35.75,rough
Untitled,https://pleiades.stoa.org/places/659125,aqueduct,37.75,38.75,rough
Untitled,https://pleiades.stoa.org/places/659124,aqueduct,36.25,36.25,rough
Untitled,https://pleiades.stoa.org/places/659880,bridge-group,36.75,36.75,rough
Untitled,https://pleiades.stoa.org/places/659879,bridge,37.526822,36.895936,precise
Untitled,https://pleiades.stoa.org/places/659875,bridge,37.25,35.75,rough
Untitled,https://pleiades.stoa.org/places/659874,bridge,37.25,35.75,rough
Untitled,https://pleiades.stoa.org/places/659878,bridge,36.25,36.25,rough
Untitled,https://pleiades.stoa.org/places/659881,bridge,37.25,37.75,rough
Untitled,https://pleiades.stoa.org/places/659882,bridge,37.25,37.75,rough
Untitled,https://pleiades.stoa.org/places/659877,bridge,36.25,36.25,rough
Untitled,https://pleiades.stoa.org/places/659876,bridge,36.25,36.25,rough
Untitled,https://pleiades.stoa.org/places/659883,bridge,37.25,37.75,rough
Unnamed bridge,https://pleiades.stoa.org/places/659884,bridge,37.4460531,38.16319465,precise
Pons Chabinae,https://pleiades.stoa.org/places/659885,bridge,37.93290585,38.6084969,precise
Taşköprü,https://pleiades.stoa.org/places/650062,bridge,36.9864202,35.3365823,precise
Untitled,https://pleiades.stoa.org/places/650058,bridge,36.380574,33.931742,precise
Untitled,https://pleiades.stoa.org/places/650059,bridge,36.920171,34.925607,precise
Untitled,https://pleiades.stoa.org/places/650060,bridge,36.75,35.25,rough
Untitled,https://pleiades.stoa.org/places/650061,bridge,36.75,35.25,rough
Untitled,https://pleiades.stoa.org/places/650057,bridge,36.058178,32.81928,precise
City Eleusinion at Athens,https://pleiades.stoa.org/places/650003009,sanctuary,37.973311242573000,23.724921547182800,precise
Strongylo Aqueduct bridge,https://pleiades.stoa.org/places/650138313,aqueduct,37.77389845,22.6754252,precise
Untitled,https://pleiades.stoa.org/places/650812,canal,36.75,34.75,rough
Kral Kaya Mezarları,https://pleiades.stoa.org/places/650870018,tomb,40.653462,35.8306128,precise
Zakros,https://pleiades.stoa.org/places/650881089,settlement,35.0980695,26.26125,precise
Alişar Höyük,https://pleiades.stoa.org/places/650309285,settlement,39.60598357958630,35.26144706726690,precise
Royal Palace of Qatna,https://pleiades.stoa.org/places/650320273,architecturalcomplex,34.835538830509900,36.86386446217750,precise
Royal Hypogeum at Qatna,https://pleiades.stoa.org/places/650320274,cemetery,34.83583696535740,36.8639045437029,precise
Roman temples at Chieti,https://pleiades.stoa.org/places/650519758,temple-2,42.34835391677230,14.165388437433700,precise
Awlad Azzaz Site,https://pleiades.stoa.org/places/65773922,cemetery,26.5479692,31.5968821,precise
Holy Valley,https://pleiades.stoa.org/places/657612457,settlement,34.2581385,35.9841445,precise
House of the Red Walls,https://pleiades.stoa.org/places/657262551,townhouse,40.7490439,14.4871436,precise
Santa Venera al Pozzo,https://pleiades.stoa.org/places/657287138,sanctuary,37.5827598,15.1540248,precise
Grandford,https://pleiades.stoa.org/places/65728677,fort-2,52.576919,0.05448,precise
Marki Alonia,https://pleiades.stoa.org/places/657559696,settlement,35.023638,33.3259841,precise
Ajina Tepe,https://pleiades.stoa.org/places/656996448,abbey,37.797966430002100,68.85447185922160,precise
Kūlfaraḥ,https://pleiades.stoa.org/places/656082517,monument,31.87148625,49.928101750000000,precise
Tulūl Yassir,https://pleiades.stoa.org/places/656796826,findspot,32.5612,45.0984,precise
Tsovak,https://pleiades.stoa.org/places/656796825,findspot,40.183938471065600,45.63868500005080,precise
Casa del Rilievo di Telefo,https://pleiades.stoa.org/places/656691255,garden-hortus,40.80524767149580,14.347292883236100,precise
Abbey of Monte Cassino,https://pleiades.stoa.org/places/65661952,church,41.49,13.813889,precise
Fosse Way,https://pleiades.stoa.org/places/656280677,road,52.218640548484900,-1.5549047636363600,rough
Doric nymphaeum,https://pleiades.stoa.org/places/651986105,fountain,41.7540207,12.6501777,precise
Kerma Necropolis,https://pleiades.stoa.org/places/651950411,cemetery,20.73776200589700,30.328191209517500,precise
Theater of the Muses,https://pleiades.stoa.org/places/651069708,theatre,38.3205116,23.0540282,precise
Issyk kurgan field,https://pleiades.stoa.org/places/651056358,cemetery,43.39140135973190,77.39456666054730,precise
Branston Roman villa,https://pleiades.stoa.org/places/651422974,settlement,53.189674,-0.497685,precise
Delphinion (Miletos),https://pleiades.stoa.org/places/65156147,sanctuary,37.529912756625500,27.28068093578900,precise
Sette Sale,https://pleiades.stoa.org/places/65898660,cistern,41.892680813100200,12.499435943665600,precise
Arinçkus,https://pleiades.stoa.org/places/658093017,findspot,38.8117505,43.065561850000000,precise
Ulnia,https://pleiades.stoa.org/places/658632,settlement,37.873462,36.863836000000000,precise
*Tilokbarina,https://pleiades.stoa.org/places/658624,settlement,36.188293,36.807792,precise
Syriai Pylai,https://pleiades.stoa.org/places/658608,pass,36.4795,36.232,precise
Trapezon,https://pleiades.stoa.org/places/658628,settlement,36.52979,36.365558,precise
Stauris Oros,https://pleiades.stoa.org/places/658604,mountain,36.22892215451610,36.22977483757270,precise
Telanissos,https://pleiades.stoa.org/places/658613,settlement,36.323492,36.833989,precise
Tura d’ Urhay,https://pleiades.stoa.org/places/658629,church,37.132961,38.767136,precise
Tourin,https://pleiades.stoa.org/places/658625,settlement,36.075001,36.473587,precise
Skirtos (river),https://pleiades.stoa.org/places/658602,river,37.25,38.75,rough
Teleda,https://pleiades.stoa.org/places/658614,settlement,36.255349,36.848848,precise
Tiberine Chora,https://pleiades.stoa.org/places/658622,region,36.065751014080800,36.0873490624132,precise
Thaumaston Oros,https://pleiades.stoa.org/places/658618,mountain,36.107182914996100,36.04790027190300,precise
Tille,https://pleiades.stoa.org/places/658623,settlement,37.754402,38.871403,precise
Zaerous,https://pleiades.stoa.org/places/658635,settlement,36.325545,36.931885,precise
Tell Amarna,https://pleiades.stoa.org/places/658615,settlement,36.7455801,38.0129509,precise
Srir,https://pleiades.stoa.org/places/658603,sanctuary,36.177158,36.793518,precise
Singas (river),https://pleiades.stoa.org/places/658600,river,37.75,38.25,rough
Zeugma,https://pleiades.stoa.org/places/658636,settlement,37.058156,37.86983,precise
"Zeus Madbachos, T.",https://pleiades.stoa.org/places/658637,sanctuary,36.278877,36.850917,precise
"Thomas, Mon.",https://pleiades.stoa.org/places/658621,church,36.131236,35.939185,precise
*Sipha,https://pleiades.stoa.org/places/658601,settlement,37.550400000000000,36.0519625,precise
T(h)arsa,https://pleiades.stoa.org/places/658617,settlement,37.506344,38.226396,precise
Tourmanin,https://pleiades.stoa.org/places/658626,settlement,36.234471,36.816034,precise
Tyba/Deba?,https://pleiades.stoa.org/places/658630,settlement,37.325999,37.30415,precise
Tardequeia,https://pleiades.stoa.org/places/658610,station,36.9281755,35.8892405,precise
Monastery of Saint Simeon Stylites,https://pleiades.stoa.org/places/658606,church-2,36.334167,36.843889,precise
"Symeon, Mon.",https://pleiades.stoa.org/places/658607,church,36.091405,36.03549,precise
Edin's Hall Broch,https://pleiades.stoa.org/places/658668033,settlement,55.8357591,-2.3648719,precise
Tomb of Artaxerxes III,https://pleiades.stoa.org/places/658615446,tomb,29.9358951,52.8921648,precise
Beroia,https://pleiades.stoa.org/places/658409,settlement,36.19940741249610,37.1628351411131,precise
Dabana/Tharrana/Mannouorra,https://pleiades.stoa.org/places/658448,settlement,36.663746,38.951714,precise
Chaonia/Channunia,https://pleiades.stoa.org/places/658433,station,36.879642,37.268251,precise
Gephyra,https://pleiades.stoa.org/places/658472,settlement,36.249652,36.352594,precise
Capriandas,https://pleiades.stoa.org/places/658425,station,37.682528,38.048422,precise
Darqita,https://pleiades.stoa.org/places/658452,settlement,36.21513090096720,36.665913030213300,precise
Batnae/Markopolis,https://pleiades.stoa.org/places/658405,settlement,36.9763845,38.424374,precise
Bithias,https://pleiades.stoa.org/places/658413,settlement,37.35852414897750,38.53030088885330,precise
Coryphaeus (mountain),https://pleiades.stoa.org/places/658444,mountain,36.19143164881900,35.959740422052200,precise
In Medio,https://pleiades.stoa.org/places/658487,station,37.152848,38.399985,precise
Catabana,https://pleiades.stoa.org/places/658428,settlement,37.467406,37.34102,precise
Issus/Nikopolis,https://pleiades.stoa.org/places/658490,settlement,36.840292500000000,36.1950485,precise
Imma,https://pleiades.stoa.org/places/658486,settlement,36.241237,36.569262,precise
Cyrrestice,https://pleiades.stoa.org/places/658445,region,36.83559411780420,37.23867057903280,precise
Birtha,https://pleiades.stoa.org/places/658412,settlement,37.025429,37.978775,precise
Caphrena,https://pleiades.stoa.org/places/658424,settlement,37.244803,37.870148,precise
Gerbedisso,https://pleiades.stoa.org/places/658473,station,37.171671,36.903186,precise
Carchemish,https://pleiades.stoa.org/places/658465,settlement,36.829422953272700,38.014920519720300,precise
Chalybonitis,https://pleiades.stoa.org/places/658432,district,36.2867900525628,37.80262297082280,precise
Daiara/Thiara,https://pleiades.stoa.org/places/658449,station,36.986278,38.213008,precise
Belus/Chalos? (river),https://pleiades.stoa.org/places/658408,river,36.25,37.25,rough
Déhès,https://pleiades.stoa.org/places/658454,settlement,36.192631,36.663794,precise
Burunlu,https://pleiades.stoa.org/places/658415,settlement,36.382516,35.874927,precise
Ciliza/Urmagiganti,https://pleiades.stoa.org/places/658442,settlement,36.716346,37.114125,precise
Cilca Novum,https://pleiades.stoa.org/places/658439,station,37.965585,37.427339,precise
Hierapolis/Kastabala,https://pleiades.stoa.org/places/658481,settlement,37.176408,36.1873455,precise
Kaprokeram(a),https://pleiades.stoa.org/places/658497,settlement,36.17179,36.812019,precise
(H)Alai,https://pleiades.stoa.org/places/658478,settlement,36.816841,35.873832,precise
Eirenopolis/Neronias,https://pleiades.stoa.org/places/658458,settlement,37.2513675,36.4669675,precise
Charandama,https://pleiades.stoa.org/places/658435,settlement,36.102478,36.181412,precise
Eski Hisar,https://pleiades.stoa.org/places/658462,settlement,37.279583,38.091262,precise
Germanikeia,https://pleiades.stoa.org/places/658474,settlement,37.5841372,36.926404500000000,precise
Capersana,https://pleiades.stoa.org/places/658423,settlement,37.221803,37.836178,precise
Capadox (river),https://pleiades.stoa.org/places/658422,river,37.75,37.75,rough
Gindaros,https://pleiades.stoa.org/places/658475,settlement,36.384102,36.702106,precise
Eskişehir,https://pleiades.stoa.org/places/658463,settlement,37.087181,36.248917,precise
Charakene,https://pleiades.stoa.org/places/658434,label,37.36958205288950,36.077908299360000,precise
Caeciliana,https://pleiades.stoa.org/places/658418,station,36.655195500000000,38.0947305,precise
*Kaprokera,https://pleiades.stoa.org/places/658496,settlement,36.341664,36.903243,precise
‘Heracome’,https://pleiades.stoa.org/places/658479,station,37.492459,38.026743,precise
Hierapolis/Bambyke,https://pleiades.stoa.org/places/658480,settlement,36.526326,37.956528,precise
*Chorion tou Hormisdou,https://pleiades.stoa.org/places/658438,villa,36.234136,36.704094,precise
Commagene,https://pleiades.stoa.org/places/658443,region,37.6236147533839,37.53711643643450,precise
Bizika,https://pleiades.stoa.org/places/658414,settlement,36.214962,36.696916,precise
*Basileia,https://pleiades.stoa.org/places/658402,settlement,36.152103,36.252131,precise
Doliche,https://pleiades.stoa.org/places/658455,settlement,37.12779225749380,37.34523457771260,precise
Kaprobarada,https://pleiades.stoa.org/places/658495,settlement,36.370769,36.938322,precise
Hydatos Potamoi/Seleukeia Pieria,https://pleiades.stoa.org/places/658483,settlement,36.121264500000000,35.9285965,precise
Cilicia,https://pleiades.stoa.org/places/658440,region,36.58645514246620,33.910580483222700,rough
Baqirha,https://pleiades.stoa.org/places/658401,church-2,36.2060551,36.6594493,precise
Can(n)aba,https://pleiades.stoa.org/places/658421,station,37.126213,38.186464,precise
Kaproliaba,https://pleiades.stoa.org/places/658499,settlement,36.328803,36.945144,precise
Epiphaneia ad Euphratem,https://pleiades.stoa.org/places/658460,settlement,37.098167,37.877961,precise
Chordiraza?/Baisampse?,https://pleiades.stoa.org/places/658437,sanctuary,36.583961,38.252706,precise
Charmodara,https://pleiades.stoa.org/places/658436,settlement,37.651125,38.764953,precise
Eragiza,https://pleiades.stoa.org/places/658461,fort,36.2067945,38.0709625,precise
*Kaprokilla,https://pleiades.stoa.org/places/658498,settlement,36.170706,36.60872,precise
Callicome,https://pleiades.stoa.org/places/658420,station,36.217791,37.193425,precise
Edessa/Antiochia ad Callirhoem,https://pleiades.stoa.org/places/658457,settlement,37.1625575,38.781432000000000,precise
Bytyllion,https://pleiades.stoa.org/places/658416,settlement,36.050875,35.989492,precise
el-Hosn,https://pleiades.stoa.org/places/658482,temple,36.094692,36.485851,precise
Kapernabou/Kafr Nabo,https://pleiades.stoa.org/places/658494,settlement,36.355231,36.9296778,precise
Harran/Carrhae,https://pleiades.stoa.org/places/658427,settlement,36.86359430938530,39.03074965053610,precise
*Gabboula,https://pleiades.stoa.org/places/658470,settlement,36.085742500000000,37.516133000000000,precise
Issicus Sinus,https://pleiades.stoa.org/places/658489,water-open,36.579722,35.83,precise
Kanč',https://pleiades.stoa.org/places/658493,fort,37.846261,36.613828,precise
Cyrrus/Hagioupolis,https://pleiades.stoa.org/places/658446,settlement,36.74506858426990,36.959713206543200,precise
*Beselatha,https://pleiades.stoa.org/places/658411,settlement,36.416401,37.573563,precise
Behyo,https://pleiades.stoa.org/places/658407,settlement,36.206939,36.597945,precise
Daphne,https://pleiades.stoa.org/places/658450,settlement,36.1336355,36.1378635,precise
Dardas (river),https://pleiades.stoa.org/places/658451,river,36.25,37.75,rough
Batnai,https://pleiades.stoa.org/places/658406,settlement,36.383528,37.538220000000000,precise
