UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMANDERS,NUMBER OF SHIPS,NUMBER OF SOLDIERS
b0036b69-cba7-4957-8bf9-3e83632f1b18,Catalogue of ships - Il. 2.txt,Protesilaos,char-offset:10958,PERSON,,,,,,,,,,,
5438c9f7-5195-4912-9fd5-766656661074,Catalogue of ships - Il. 2.txt,forty ships,char-offset:11122,EVENT,,,,,,,,,,,
4247ac3b-7fb2-4fe2-9446-4e4916083ced,Catalogue of ships - Il. 2.txt,Pherai,char-offset:11155,PLACE,http://pleiades.stoa.org/places/570596,Pherai,-0750/0300,37.25,22.25,unknown,VERIFIED,Pheraians,Admetos,11,
c936c739-53da-4f96-a08b-21aea4d72208,Catalogue of ships - Il. 2.txt,Boebean lake,char-offset:11169,PLACE,http://pleiades.stoa.org/places/540690,Boibe L.,,39.75,22.75,lake,VERIFIED,Pheraians,Admetos,,
d5d2ee0f-cd43-4d0a-ac2c-9bd474aa887d,Catalogue of ships - Il. 2.txt,Boebe,char-offset:11188,PLACE,,,,,,,UNVERIFIED,Pheraians,Admetos,,
0c4d6f46-3b2c-405a-9cd8-84e8a4050bf5,Catalogue of ships - Il. 2.txt,Glaphyrae,char-offset:11195,PLACE,http://pleiades.stoa.org/places/540790,"Glaphyrai|Glaphyrai, Glaphyra/Kapourna",-0750/0640,39.444,22.8833,settlement,VERIFIED,Pheraians,Admetos,,
7e6adb6d-4e66-45fd-a648-3ad72f94a076,Catalogue of ships - Il. 2.txt,Iolkos,char-offset:11231,PLACE,http://pleiades.stoa.org/places/540837,"Iolkos|Iolkos, Volos Kastro",-0750/0640,39.366305,22.96886,settlement,VERIFIED,Pheraians,Admetos,,
75bb19ed-373c-475d-8332-391a889baf4f,Catalogue of ships - Il. 2.txt,eleven ships,char-offset:11256,EVENT,,,,,,,,,,,
ccc4a737-790c-4bd6-9c1c-ddb9f25951db,Catalogue of ships - Il. 2.txt,Eumelos,char-offset:11281,PERSON,,,,,,,,,,,
a8181110-cd33-4abf-a7a8-28b9d7a38055,Catalogue of ships - Il. 2.txt,Admetos,char-offset:11297,PERSON,,,,,,,,,,,
1df0d0b9-ebb8-41cc-ae97-cc7af2650ffa,Catalogue of ships - Il. 2.txt,Alcestis,char-offset:11312,PERSON,,,,,,,,,,,
4d1cb218-0f9c-4822-afdf-423321246d76,Catalogue of ships - Il. 2.txt,Pelias,char-offset:11364,PERSON,,,,,,,,,,,
47b692cb-3a65-4ebb-b705-6b163890ce59,Catalogue of ships - Il. 2.txt,Methone,char-offset:11392,PLACE,http://pleiades.stoa.org/places/540946,"Methone|Methone, Nevestiki",-0750/-0030,39.327998,23.069231,settlement,VERIFIED,Methonians,Philoctetes,7,50
bd2b2913-04e4-4fac-b750-ea01828c6fd4,Catalogue of ships - Il. 2.txt,Thaumacia,char-offset:11404,PLACE,http://pleiades.stoa.org/places/541135,"Thaumakia?|Thaumakia?, Theotokou",-0750/0300,39.173156,23.339604,settlement,VERIFIED,Methonians,Philoktetes,,
d9417ffd-847e-4242-934c-e7b0fc94461f,Catalogue of ships - Il. 2.txt,Meliboia,char-offset:11420,PLACE,http://pleiades.stoa.org/places/543784,Meliboia,-0750/0300,,,unlocated,VERIFIED,Methonians,Philoktetes,,
2f00a80a-c991-4cf7-8cac-fc8cc1c931bd,Catalogue of ships - Il. 2.txt,Olizon,char-offset:11440,PLACE,http://pleiades.stoa.org/places/540979,"Olizon|Olizon, Ag. Andreas/Palaiokastro",-0750/0640,39.13534,23.21711,settlement,VERIFIED,Methonians,Philoktetes,,
350b7acc-ed0c-477a-b4e7-9e5816ae2772,Catalogue of ships - Il. 2.txt,Philoctetes,char-offset:11486,PERSON,,,,,,,,,,,
97347c3d-fe40-41c0-bd4f-f5d9a51e5f7d,Catalogue of ships - Il. 2.txt,seven ships,char-offset:11512,EVENT,,,,,,,,,,,
bba3ff58-8b66-457a-b621-3480fd3ed571,Catalogue of ships - Il. 2.txt,fifty oarsmen,char-offset:11535,EVENT,,,,,,,,,,,
7806b2f3-07d0-4729-aa02-9d4b147877d1,Catalogue of ships - Il. 2.txt,Philoctetes,char-offset:11580,PERSON,,,,,,,,,,,
532c231a-7360-4d7a-b205-d4fdf3a424a7,Catalogue of ships - Il. 2.txt,Island of Lemnos,char-offset:11623,PLACE,http://pleiades.stoa.org/places/422676686,Poliochne,,39.8537366,25.3430314,settlement,UNVERIFIED,,,,
22e9bd7f-0960-4ad0-ac54-87f915b9f8f7,Catalogue of ships - Il. 2.txt,Tricca,char-offset:11968,PLACE,http://pleiades.stoa.org/places/541163,"Trikka|Trikka/Tricca, Trikala",-0750/0640,39.558752,21.762589,settlement,VERIFIED,,"Asklepios, Podaleirios, Machaon",30,
1e3f866c-af8b-4885-81f1-4f1e2c30c933,Catalogue of ships - Il. 2.txt,Ithome,char-offset:11999,PLACE,http://pleiades.stoa.org/places/540841,"Messene|Messene, Mavromati|Ithome/Thamiai|Ithome, Ithomi|Sanctuary of Zeus Ithomatas, Mavromati",-0750/0640,37.175491,21.920439,"sanctuary,settlement,fort",VERIFIED,,"Asklepios, Podaleirios, Machaon",,
37c0104e-ddd9-417a-9674-d0812832dece,Catalogue of ships - Il. 2.txt,Oechalia,char-offset:12027,PLACE,http://pleiades.stoa.org/places/540971,"Oichalia?|Oichalia?, Kastri/Ano Potamia",-0550/0300,38.602679,24.099827,settlement,VERIFIED,,"Asklepios, Podaleirios, Machaon",,
17c7f50f-535e-432d-9541-5d808a751345,Catalogue of ships - Il. 2.txt,Oechalian Eurytos,char-offset:12049,PLACE,,,,,,,NOT_IDENTIFIABLE,,"Asklepios, Podaleirios, Machaon",,
25ab6b0e-f633-48ea-b702-767d8ba074fe,Catalogue of ships - Il. 2.txt,Asklepios,char-offset:12108,PERSON,,,,,,,,,,,
65b3697e-a839-4f43-b7f1-83dcae0cbdd9,Catalogue of ships - Il. 2.txt,Podaleirios,char-offset:12150,PERSON,,,,,,,,,,,
3869bb60-8cdc-4885-bc6c-44ec0413caac,Catalogue of ships - Il. 2.txt,Machaon,char-offset:12166,PERSON,,,,,,,,,,,
97e976ea-9a4b-4da5-be0a-9a7ac5f6b601,Catalogue of ships - Il. 2.txt,thirty ships,char-offset:12200,EVENT,,,,,,,,,,,
e45761bc-57ce-4012-8885-548b9cfb7bc6,Catalogue of ships - Il. 2.txt,Ormenios,char-offset:12236,PLACE,http://pleiades.stoa.org/places/543819,Ormenion/Orminion,,,,unlocated,VERIFIED,,Eurypylos,40,
8988b1de-f57c-4a41-a2a5-c4e846fa0f6f,Catalogue of ships - Il. 2.txt,Hypereia,char-offset:12269,PLACE,http://pleiades.stoa.org/places/573257,Hypereia,,,,settlement,VERIFIED,,Eurypylos,,
ab64da7b-275f-415e-9b5c-b18c45cc95fd,Catalogue of ships - Il. 2.txt,Asterios,char-offset:12301,PLACE,http://pleiades.stoa.org/places/540674,"Asterion/Peirasia|Peirasia, Ermitsi",-0750/0300,39.423219,22.102561,fort,VERIFIED,,Eurypylos,,
899af6fd-ae34-4b32-83a3-90e2baaeb636,Catalogue of ships - Il. 2.txt,Titanus,char-offset:12335,PLACE,http://pleiades.stoa.org/places/541150,"Titanos M.|Titanos Mons, Agia Paraskevi",,39.55148,22.17704,mountain,VERIFIED,,Eurypylos,,
fdb99503-4630-48d3-b9f2-b3dd928cc1e7,Catalogue of ships - Il. 2.txt,Eurypylos,char-offset:12362,PERSON,,,,,,,,,,,
3f2964df-5e21-43d8-afa1-af1125372e67,Catalogue of ships - Il. 2.txt,Euaemon,char-offset:12384,PERSON,,,,,,,,,,,
8837f164-e3a5-4bdc-8d4a-8e17b516faab,Catalogue of ships - Il. 2.txt,forty ships,char-offset:12418,EVENT,,,,,,,,,,,
7c7ba4ea-4ca7-409d-a6c3-e8402422db62,Catalogue of ships - Il. 2.txt,Argissa,char-offset:12447,PLACE,http://pleiades.stoa.org/places/540659,"Argoura|Argissa/Argoura/Argoussa, Magoula Gremnos",-0750/0300,39.65986,22.34118,settlement,VERIFIED,,"Polypoites, Leonteus",40,
169c11de-e358-422d-97f9-0f7b5780aeda,Catalogue of ships - Il. 2.txt,Gyrtone,char-offset:12459,PLACE,http://pleiades.stoa.org/places/540798,"Gyrton(e)|Gyrtone/Gyrton, Mourlari, Evangelismos",-0750/0640,39.798151,22.569853,settlement,VERIFIED,,"Polypoites, Leonteus",,
61f923d9-1d22-4b04-87ae-3dcb5181a505,Catalogue of ships - Il. 2.txt,Orthe,char-offset:12468,PLACE,http://pleiades.stoa.org/places/540992,"Orthe/Phalanna|Orthe?, Damasouli",-0750/0640,39.721527,22.16827,settlement,VERIFIED,,"Polypoites, Leonteus",,
dd5b88ec-27f1-4c39-a259-e8734fb70a1f,Catalogue of ships - Il. 2.txt,Elone,char-offset:12475,PLACE,http://pleiades.stoa.org/places/540760,"Elone/Leimone|Elone/Leimone, Argiropoulio",-0750/-0030,39.82647,22.30748,settlement,VERIFIED,,"Polypoites, Leonteus",,
78f08d63-7dbe-4638-b96f-15ddead2e186,Catalogue of ships - Il. 2.txt,Oloosson,char-offset:12504,PLACE,http://pleiades.stoa.org/places/540981,"Olooson|Olooson, Elassona",-0750/0640,39.89278,22.215715,settlement,VERIFIED,,"Polypoites, Leonteus",,
a7928174-0f8b-4073-8e2d-34fd5111c5a9,Catalogue of ships - Il. 2.txt,Polypoites,char-offset:12530,PERSON,,,,,,,,,,,
a7134744-cca8-475a-a27d-5b31bcc266c0,Catalogue of ships - Il. 2.txt,Peirithoos,char-offset:12567,PERSON,,,,,,,,,,,
d3a7708a-9378-4055-8759-893e5bd6ab75,Catalogue of ships - Il. 2.txt,Zeus,char-offset:12594,PERSON,,,,,,,,,,,
f38004d9-2a94-4bd1-ae0c-cb1e4a6ff851,Catalogue of ships - Il. 2.txt,Hippodameia,char-offset:12612,PERSON,,,,,,,,,,,
7d0f9072-8576-4d64-b09d-fc40978256cb,Catalogue of ships - Il. 2.txt,Peirithoos,char-offset:12636,PERSON,,,,,,,,,,,
c6345e0e-ea79-48b6-8976-d1acadf6f674,Catalogue of ships - Il. 2.txt,Mount Pelion,char-offset:12734,PLACE,http://pleiades.stoa.org/places/541021,"Pelion M.|Pelion Mons, Pelion",,39.43722,23.0465058,mountain,VERIFIED,,,,
80d9c6c1-d0fd-40d1-86dc-1606ed548c62,Catalogue of ships - Il. 2.txt,Polypoites,char-offset:12769,PERSON,,,,,,,,,,,
b6508a76-516c-48d3-bccf-bd8e2340ceae,Catalogue of ships - Il. 2.txt,Leonteus,char-offset:12822,PERSON,,,,,,,,,,,
144c2d32-a439-4515-98f9-2e6c5360cfe3,Catalogue of ships - Il. 2.txt,Ares,char-offset:12847,PERSON,,,,,,,,,,,
91fd4640-e7fe-45f2-a390-1b68048d5f0a,Catalogue of ships - Il. 2.txt,Koronos,char-offset:12868,PERSON,,,,,,,,,,,
8ff94b8d-1032-42a1-a9f1-fe547bae7d32,Catalogue of ships - Il. 2.txt,Kaineus,char-offset:12888,PERSON,,,,,,,,,,,
a080c8bf-85ac-4f92-a3b0-c1984673dcf0,Catalogue of ships - Il. 2.txt,forty ships,char-offset:12923,EVENT,,,,,,,,,,,
0034c49c-e8f1-4bae-8fff-37982ef05d35,Catalogue of ships - Il. 2.txt,Guneus,char-offset:12936,PERSON,,,,,,,,,,,
341e40ef-3f52-4fa3-aed0-ea7086dac7c7,Catalogue of ships - Il. 2.txt,two and twenty ships,char-offset:12951,EVENT,,,,,,,,,,,
e306a36b-ed6a-40fd-81eb-a46223bd9dc1,Catalogue of ships - Il. 2.txt,Cyphus,char-offset:12977,PLACE,,,,,,,NOT_IDENTIFIABLE,,Guneus,22,
b1321f84-776c-4fca-adb3-a5f3d521cd28,Catalogue of ships - Il. 2.txt,Enienes,char-offset:13012,PLACE,,,,,,,NOT_IDENTIFIABLE,Enienes,Guneus,,
b7cb2ea6-55ad-4eda-9f3c-1a072bff6b9a,Catalogue of ships - Il. 2.txt,Peraebi,char-offset:13036,PLACE,http://pleiades.stoa.org/places/541027,Perraibia,,39.75,21.75,unknown,VERIFIED,Peraebi,Guneus,,
3b24290d-13be-424f-949d-3a4fe6897bcc,Catalogue of ships - Il. 2.txt,Dodona,char-offset:13069,PLACE,http://pleiades.stoa.org/places/543686,Dodona,,,,settlement,VERIFIED,Peraebi,Guneus,,
2d5cd2aa-a476-435a-90b4-e61cef288e2f,Catalogue of ships - Il. 2.txt,Titaresios,char-offset:13119,PLACE,http://pleiades.stoa.org/places/541151,Titaresios (river),,39.75,22.25,river,VERIFIED,Peraebi,Guneus,,
6e9feb7a-7bf5-4a8c-9b26-ad00b370105b,Catalogue of ships - Il. 2.txt,Peneus,char-offset:13163,PLACE,http://pleiades.stoa.org/places/541022,Peneios (river),,39.75,21.75,river,VERIFIED,,,,
0483d187-7758-4d9e-9310-1e77a143c223,Catalogue of ships - Il. 2.txt,Peneus,char-offset:13220,PLACE,http://pleiades.stoa.org/places/541022,Peneios (river),,39.75,21.75,river,VERIFIED,,,,
3cd2bf02-fcb2-4fc0-8a8d-14fe90218c82,Catalogue of ships - Il. 2.txt,Titaresios,char-offset:13275,PLACE,http://pleiades.stoa.org/places/541151,Titaresios (river),,39.75,22.25,river,VERIFIED,,,,
21e3f581-d462-4c09-afe6-b8da6ee46fb7,Catalogue of ships - Il. 2.txt,Orcus,char-offset:13307,PLACE,,,,,,,NOT_IDENTIFIABLE,,,,
e96d4803-dbab-462d-8936-88a671e8b6e4,Catalogue of ships - Il. 2.txt,Styx,char-offset:13330,PLACE,http://pleiades.stoa.org/places/570698,Styx (river),,38.25,22.25,river,VERIFIED,,,,
372fb56e-72aa-4188-b899-a62be9686d10,Catalogue of ships - Il. 2.txt,Magnetes,char-offset:13343,PLACE,http://pleiades.stoa.org/places/540923,Magnesia,,39.75,22.75,unknown,VERIFIED,Magnetes,Prothoos,40,
00d861b3-8974-4dfa-b8b8-a87d224e4faa,Catalogue of ships - Il. 2.txt,Prothoos,char-offset:13353,PERSON,,,,,,,,,,,
8f785c73-7d70-4748-ba9b-e6f29a9503ad,Catalogue of ships - Il. 2.txt,Tenthredon,char-offset:13369,PERSON,,,,,,,,,,,
950ebbd5-3aab-4f8f-9fc6-188b877ef80b,Catalogue of ships - Il. 2.txt,Peneus,char-offset:13437,PLACE,http://pleiades.stoa.org/places/541022,Peneios (river),,39.75,21.75,river,VERIFIED,Magnetes,Prothoos,,
5727a66c-4d9e-470e-9be3-349a175536c6,Catalogue of ships - Il. 2.txt,Mount Pelion,char-offset:13448,PLACE,http://pleiades.stoa.org/places/541021,"Pelion M.|Pelion Mons, Pelion",,39.43722,23.0465058,mountain,VERIFIED,Magnetes,Prothoos,,
332f6a74-864b-467c-a083-54fb026175b5,Catalogue of ships - Il. 2.txt,Prothoos,char-offset:13462,PERSON,,,,,,,,,,,
65af9241-cc9d-4d60-8a3a-54e3c28b5b4c,Catalogue of ships - Il. 2.txt,forty ships,char-offset:13529,EVENT,,,,,,,,,,,
61d2a97b-5c70-440e-9d58-af5ad0c9a46e,Catalogue of ships - Il. 2.txt,Atreus,char-offset:13695,PERSON,,,,,,,,,,,
dc667956-3982-40ee-a5fe-9895439d54fb,Catalogue of ships - Il. 2.txt,Pheres,char-offset:13738,PERSON,,,,,,,,,,,
d296e08d-400a-4cd6-8162-b1c153fdf7f9,Catalogue of ships - Il. 2.txt,Eumelos,char-offset:13789,PERSON,,,,,,,,,,,
40252be5-5da1-4da4-8bf5-d1cf2ec6bdef,Catalogue of ships - Il. 2.txt,Apollo,char-offset:13897,PERSON,,,,,,,,,,,
16a7c058-beb1-4ba3-ad0a-f7a24dabbdb4,Catalogue of ships - Il. 2.txt,Perea,char-offset:13941,PLACE,http://pleiades.stoa.org/places/541025,"Pereia|Chalai, Tsournati",-0750/0640,39.14917,22.56873,settlement,VERIFIED,Phereians,Eumelos,,
7bfd7863-0e05-4f58-b127-dbf690bd96f9,Catalogue of ships - Il. 2.txt,Ares,char-offset:13985,PERSON,,,,,,,,,,,
e49d6bf3-15d5-442e-bd54-9b99ccbbb711,Catalogue of ships - Il. 2.txt,Ajax,char-offset:14013,PERSON,,,,,,,,,,,
bb1ca313-3258-4139-a559-733aec573961,Catalogue of ships - Il. 2.txt,Telamon,char-offset:14026,PERSON,,,,,,,,,,,
957dc220-990b-4288-b416-6d82e3fd18ec,Catalogue of ships - Il. 2.txt,Achilles,char-offset:14068,PERSON,,,,,,,,,,,
7a48874e-71e7-4055-b7a4-a3b1b2abade1,Catalogue of ships - Il. 2.txt,Achilles,char-offset:14096,PERSON,,,,,,,,,,,
c34c2a62-3de4-4f0f-af90-1d4b30b7c553,Catalogue of ships - Il. 2.txt,Achilles,char-offset:14162,PERSON,,,,,,,,,,,
2bb5d3d9-77a5-4bc9-a901-d6e81c11103b,Catalogue of ships - Il. 2.txt,Agamemnon,char-offset:14236,PERSON,,,,,,,,,,,
ab4d2974-8e56-42fa-96b4-bb703e6c1b86,Catalogue of ships - Il. 2.txt,Zeus,char-offset:14906,PERSON,,,,,,,,,,,
c8c8744d-12db-4199-8acb-f4cfdc620eed,Catalogue of ships - Il. 2.txt,Trojans,char-offset:14942,PLACE,,,,,,,UNVERIFIED,,,,
c1071b90-cfa8-4bdd-8045-9a01bbf2ae24,Catalogue of ships - Il. 2.txt,Trojans,char-offset:15158,PLACE,,,,,,,UNVERIFIED,,,,
d2a4802d-1ebf-4073-968d-532086b88354,Catalogue of ships - Il. 2.txt,Hektor,char-offset:15519,PERSON,,,,,,,,,,,
b79df834-aef6-41d3-a5c0-517be51b5547,Catalogue of ships - Il. 2.txt,Priam,char-offset:15621,PERSON,,,,,,,,,,,
4786b647-374b-4097-b9c2-d6ccf9909e4d,Catalogue of ships - Il. 2.txt,Hektor,char-offset:15821,PERSON,,,,,,,,,,,
36087aaa-f0f4-40a2-8300-800431a372ce,Catalogue of ships - Il. 2.txt,Trojans,char-offset:16208,PLACE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlık",-0750/2100,39.9577,26.23873,settlement,VERIFIED,,,,
2a4cb2c1-169e-4d61-b8da-74c10cdb832a,Catalogue of ships - Il. 2.txt,Hektor,char-offset:16274,PERSON,,,,,,,,,,,
c4432d0e-f662-4662-a5e3-4d4844668179,Catalogue of ships - Il. 2.txt,Trojans,char-offset:16319,PLACE,http://pleiades.stoa.org/places/550595,"Ilium/Troia|Ilium/Troia, Hisarlık",-0750/2100,39.9577,26.23873,settlement,VERIFIED,Trojans,Hektor,,
b1d9b87b-4bf2-4544-a4f7-5a60ae37d03b,Catalogue of ships - Il. 2.txt,Dardanians,char-offset:16441,PLACE,,,,,,,NOT_IDENTIFIABLE,Dardanians,"Aeneas, Archilokos, Akamas",,
a645e237-8718-4ee9-a451-7095e7ef2cb6,Catalogue of ships - Il. 2.txt,Aeneas,char-offset:16471,PERSON,,,,,,,,,,,
8f559e1d-c02e-4e52-abae-3e6e87440e83,Catalogue of ships - Il. 2.txt,Anchises,char-offset:16502,PERSON,,,,,,,,,,,
87930c9b-0c89-4ac3-b63a-442aa0136549,Catalogue of ships - Il. 2.txt,Archilokhos,char-offset:16658,PERSON,,,,,,,,,,,
a36e31e1-cb83-4539-9b7f-2059a90cae4f,Catalogue of ships - Il. 2.txt,Akamas,char-offset:16674,PERSON,,,,,,,,,,,
c8341023-ef5a-499c-8b5a-256b317da77d,Catalogue of ships - Il. 2.txt,Telea,char-offset:16738,PLACE,http://pleiades.stoa.org/places/511461,"Zeleia|Zeleia, Sarıköy, Balıkesir",-0750/0300,40.2035643,27.595073100000000,settlement,VERIFIED,Teleans,Pandaros,,
2aaf3cbd-2cd5-496a-acf0-a1ceed6b1225,Catalogue of ships - Il. 2.txt,Mount Ida,char-offset:16770,PLACE,https://pleiades.stoa.org/places/550592,Mount Ida,,39.6859427667,26.8265529333,,VERIFIED,Teleans,Pandaros,,
d2da4b01-e7d8-4073-a19a-f782213f4c8a,Catalogue of ships - Il. 2.txt,Aesepos,char-offset:16835,PLACE,http://pleiades.stoa.org/places/511141,Aisepos (river),,40.25,27.75,river,VERIFIED,Teleans,,,
ab79f0b8-7601-4582-a2cd-11d96f303897,Catalogue of ships - Il. 2.txt,Pandaros,char-offset:16888,PERSON,,,,,,,,,,,
42a19af6-7a01-4ded-b04f-356051135314,Catalogue of ships - Il. 2.txt,Lykaon,char-offset:16904,PERSON,,,,,,,,,,,
4936844e-459e-4f7a-931f-0af8e7fbd9b6,Catalogue of ships - Il. 2.txt,Apollo,char-offset:16917,PERSON,,,,,,,,,,,
68682226-445c-445c-8ddf-b327c4c14546,Catalogue of ships - Il. 2.txt,Adrasteia,char-offset:16966,PLACE,http://pleiades.stoa.org/places/511138,"Adrasteia|Adrasteia, above Adrasteia plain",-0550/-0330,40.383655,27.191289,settlement,VERIFIED,,Adrastos,,
3e183ba4-4f7d-44d8-9e2c-2d318d4ea0bd,Catalogue of ships - Il. 2.txt,Apaesus,char-offset:17004,PLACE,http://pleiades.stoa.org/places/501544,"Paisos|Paisos, 6 miles NE Çardak",-0750/-0330,40.400225,26.787097,settlement,VERIFIED,,Adrastos,,
201bdbe5-f080-4c6f-b11b-2baade013bdf,Catalogue of ships - Il. 2.txt,Pityeia,char-offset:17018,PLACE,http://pleiades.stoa.org/places/550834,"*Pityaia|*Pityaia, near Süleymanlı",-0330/-0030,38.97582,27.817113,settlement,VERIFIED,,Adrastos,,
95d465ab-0859-4b26-9444-8b9860d149bb,Catalogue of ships - Il. 2.txt,Tereia,char-offset:17052,PLACE,http://pleiades.stoa.org/places/515669,Tereia,-0330/0300,,,unlocated,VERIFIED,,Adrastos,,
46566161-764b-452c-bf36-24e9ccde42ef,Catalogue of ships - Il. 2.txt,Adrastos,char-offset:17080,PERSON,,,,,,,,,,,
fca86c07-3024-4343-a175-553e28fe7feb,Catalogue of ships - Il. 2.txt,Amphios,char-offset:17093,PERSON,,,,,,,,,,,
317a0b1d-38dc-412c-a26b-6c0a2ab1ea56,Catalogue of ships - Il. 2.txt,Merops,char-offset:17157,PERSON,,,,,,,,,,,
cec28171-fbbc-41f7-ace3-f2b88b305569,Catalogue of ships - Il. 2.txt,Perkote,char-offset:17167,PLACE,http://pleiades.stoa.org/places/501556,"Perkote|Perkote, 4 miles E Umurbey",-0750/-0030,40.273913,26.588806,settlement,UNVERIFIED,,,,
4b2f312a-3b8f-47c2-8279-c5f6bd944bae,Catalogue of ships - Il. 2.txt,Perkote,char-offset:17345,PLACE,http://pleiades.stoa.org/places/501556,"Perkote|Perkote, 4 miles E Umurbey",-0750/-0030,40.273913,26.588806,settlement,VERIFIED,,Asios,,
51dfb59e-a3c9-464c-9002-2bab256e7343,Catalogue of ships - Il. 2.txt,Praktios,char-offset:17357,PLACE,http://pleiades.stoa.org/places/501577,Praktios? (river),,40.25,26.75,river,VERIFIED,,Asios,,
a81b1bf5-cd1f-4bce-bd6c-3f4cf8f09dc4,Catalogue of ships - Il. 2.txt,Sestos,char-offset:17372,PLACE,http://pleiades.stoa.org/places/501609,"Sestos|Sestos, Yalikabat",-0750/0300,40.21343,26.38916,settlement,VERIFIED,,Asios,,
74dc7ae0-d636-448c-91d2-e9fceb220f70,Catalogue of ships - Il. 2.txt,Abydos,char-offset:17380,PLACE,http://pleiades.stoa.org/places/501325,"Abydos|Abydos, Maltepe",-0750/2000,40.19406,26.41122,settlement,VERIFIED,,Asios,,
c87a26a4-babe-4a9e-8a39-07344d555302,Catalogue of ships - Il. 2.txt,Arisbe,char-offset:17392,PLACE,http://pleiades.stoa.org/places/501359,"Arisbe|Arisbe, Musakoy?",-0750/-0030,40.199817,26.542314,"settlement-modern,settlement",VERIFIED,,Asios,,
651ec0b3-3b7f-4c53-b6b1-286b5cc24d5f,Catalogue of ships - Il. 2.txt,Asios,char-offset:17419,PERSON,,,,,,,,,,,
f3d6f978-7d00-403a-a6c3-719d4f0f9b5d,Catalogue of ships - Il. 2.txt,Hyrtakos,char-offset:17433,PERSON,,,,,,,,,,,
39d9d391-dbba-4cb9-93a8-0de8cd7a5cac,Catalogue of ships - Il. 2.txt,Asios,char-offset:17463,PERSON,,,,,,,,,,,
ce998d85-04b7-4e74-a125-d5ab43cdf232,Catalogue of ships - Il. 2.txt,Hyrtakos,char-offset:17481,PERSON,,,,,,,,,,,
8e0d264d-c653-4ffd-b9ed-4cd891d19632,Catalogue of ships - Il. 2.txt,Selleis,char-offset:17565,PLACE,http://pleiades.stoa.org/places/501604,Selleis (river),,40.25,26.75,river,VERIFIED,,,,
2ce87bf7-fdb6-45c1-8c03-6407b11841ba,Catalogue of ships - Il. 2.txt,Arisbe,char-offset:17591,PLACE,http://pleiades.stoa.org/places/501359,"Arisbe|Arisbe, Musakoy?",-0750/-0030,40.199817,26.542314,"settlement-modern,settlement",VERIFIED,,,,
32bb890d-75d1-49e0-9087-16a9fccce7bc,Catalogue of ships - Il. 2.txt,Hippothoos,char-offset:17600,PERSON,,,,,,,,,Asios,,
73d40377-1181-487c-b612-cd742fe4b997,Catalogue of ships - Il. 2.txt,Larissa,char-offset:17671,PLACE,http://pleiades.stoa.org/places/540905,"Larissa|Larissa/Larisa, Larissa",-0750/0640,39.64147,22.41474,settlement,VERIFIED,Thessalians,Hippothoos,,
3e6169a6-30dd-4ee6-97c4-17cd1966f9fb,Catalogue of ships - Il. 2.txt,Hippothoos,char-offset:17681,PERSON,,,,,,,,,Asios,,
e0543ccd-d124-48b9-a5f5-08cfa7f83378,Catalogue of ships - Il. 2.txt,Ares,char-offset:17720,PERSON,,,,,,,,,,,
17eb25ee-b5c2-4a8b-a5fe-85d2dcf95921,Catalogue of ships - Il. 2.txt,Akamas,char-offset:17777,PERSON,,,,,,,,,,,
efdb3377-6d41-4716-aa72-da67a01bb573,Catalogue of ships - Il. 2.txt,Peirous,char-offset:17800,PERSON,,,,,,,,,Asios,,
98d8a825-61f4-4c7e-9bc1-0c6197fb4739,Catalogue of ships - Il. 2.txt,Thracians,char-offset:17822,PLACE,http://pleiades.stoa.org/places/501638,Thracia,-0750/0640,40.288041,23.129408,unknown,VERIFIED,Thracians,"Akamas, Peirous",,
318ecfd4-c0f7-48ac-bc94-799f1744904e,Catalogue of ships - Il. 2.txt,Euphemos,char-offset:17902,PERSON,,,,,,,,,"Akamas, Peirous",,
8665e03b-e6a2-4477-95ad-ceb92a726280,Catalogue of ships - Il. 2.txt,Troizenos,char-offset:17919,PERSON,,,,,,,,,"Akamas, Peirous",,
9e9e6cdb-e1c1-4373-960c-8505a591b3a2,Catalogue of ships - Il. 2.txt,Ceos,char-offset:17941,PERSON,,,,,,,,,"Akamas, Peirous",,
2c85110d-7a47-43df-ac25-dac390df5ef6,Catalogue of ships - Il. 2.txt,Ciconian,char-offset:17965,PLACE,,,,,,,NOT_IDENTIFIABLE,Ciconians,Euphemos,,
8df5d7fa-1aa1-4ab5-8722-f7e2b66bee90,Catalogue of ships - Il. 2.txt,Pyraikhmes,char-offset:17985,PERSON,,,,,,,,,Euphemos,,
5d2ab766-d544-4219-a439-429f7610e9ac,Catalogue of ships - Il. 2.txt,Paeonian,char-offset:18004,PLACE,http://pleiades.stoa.org/places/491680,Paionia,-0750/0300,41.75,21.75,unknown,VERIFIED,Paeonians,Pyraikhmes,,
7c9b610c-2b37-4800-bba9-e07f681738bb,Catalogue of ships - Il. 2.txt,Amydon,char-offset:18034,PLACE,http://pleiades.stoa.org/places/494527,Abydon/Amydon,-0550/-0330,,,unlocated,VERIFIED,Paeonians,Pyraikhmes,,
