sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
1,,453.5,24. DE HISPANIA IN AEQUITANIA.,Asturica-Burdigala,sum-route,Ab Asturica Burdicalam m. p. CCCCXXI:,,,Asturica,Asturica,Asturica (Augusta),,,,,,https://pleiades.stoa.org/places/236352,42.458776,-6.063532,,,
2,,453.5,24. DE HISPANIA IN AEQUITANIA.,Asturica-Burdigala,sum-route,Ab Asturica Burdicalam m. p. CCCCXXI:,,,Burdicalam,Burdigala,Burdigala,m. p.,CCCCXXI, m. p. CCCCXXI,,,https://pleiades.stoa.org/places/138248,44.837205,-0.576533,,,
32,,456.6-7,24. DE HISPANIA IN AEQUITANIA.,Aquae Tarbellicae-Burdigala,sum-route,Item ab Aquis Terebellicis Burdigalam m. p. LXIIII sic:,,,Aquis Terebellicis,Aquae Tarbellicae,Aquae Terebellicae,,,,,,https://pleiades.stoa.org/places/246173,43.709216,-1.0525105,,,
33,,456.6-7,24. DE HISPANIA IN AEQUITANIA.,Aquae Tarbellicae-Burdigala,sum-route,Item ab Aquis Terebellicis Burdigalam m. p. LXIIII sic:,,,Burdigalam,Burdigala,Burdigala,m. p.,LXIIII , m. p. LXIIII ,,,https://pleiades.stoa.org/places/138248,44.837205,-0.576533,,,
39,,457.3-4,24. DE HISPANIA IN AEQUITANIA.,Aquae Tarbellicae-Tolosa,sum-route,Item ab Aquis Terebellicis Tolosam m. p. CXXX:,,,Aquis Terebellicis,Aquae Tarbellicae,Aquae Terebellicae,,,,,,https://pleiades.stoa.org/places/246173,43.709216,-1.0525105,,,
40,,457.3-4,24. DE HISPANIA IN AEQUITANIA.,Aquae Tarbellicae-Tolosa,sum-route,Item ab Aquis Terebellicis Tolosam m. p. CXXX:,,,Tolosam,Tolosa,Tolosa,m. p.,CXXX, m. p. CXXX,,,https://pleiades.stoa.org/places/246694,43.604175,1.443246,,,
