sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
103,,,8. De Italia per Histriam in Dalmatia.,Augusta Vindelicum-Verona,route,,,,Tridento,Tridentum,Trident(i)um,m. p.,XXIIII,m. p. XXIIII,24.0,,https://pleiades.stoa.org/places/383804,46.0667685,11.119135,,settlement,
104,,,8. De Italia per Histriam in Dalmatia.,Augusta Vindelicum-Verona,route,,ad,,Ad Palatium,Ad Palatium,Ad Palatium,m. p.,XXIIII,m. p. XXIIII,24.0,,https://pleiades.stoa.org/places/393365,45.757783,11.000245,palatium,station,
105,,,8. De Italia per Histriam in Dalmatia.,Augusta Vindelicum-Verona,route,,,,Verona,Verona,Verona,m. p.,XXXVI,m. p. XXXVI,36.0,,https://pleiades.stoa.org/places/383816,45.4421295463369,10.995736005074,,settlement,
108,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,,,,,Aquileia,Aquileia,,,,0.0,,https://pleiades.stoa.org/places/187290,45.769631,13.370946,,settlement,
109,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,viam Belloio,viam,,Belloio,Belloium,Belloi,m. p.,XXX,m. p. XXX,30.0,,https://pleiades.stoa.org/places/246234,41.2838166214,-1.31952080002,,"map label location, people, tribe (historical cultural group)",
111,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,,,,Santico,Santicum,Santicum,m. p.,XXIIII,m. p. XXIIII,24.0,,https://pleiades.stoa.org/places/187537,46.615977,13.848725,,station,
112,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,,,,Viruno,Virunum,Virunum,m. p.,XXX,m. p. XXX,30.0,,https://pleiades.stoa.org/places/197583,46.6996149,14.3647773,,settlement,
113,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,,,,Candalicas,Candalicae,Candalicae,m. p.,XX,m. p. XX,20.0,,https://pleiades.stoa.org/places/197188,46.977266,14.376345,,station,
114,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,,,,Monate,Monate,Monate,m. p.,XXX,m. p. XXX,30.0,,https://pleiades.stoa.org/places/197383,47.216049,14.488806,,settlement,
115,,,8. De Italia per Histriam in Dalmatia.,Aquileia-Lauriacum,route,,,,Sabatinca,Sabatinca,Sabatinca,m. p.,XVIII,m. p. XVIII,18.0,,https://pleiades.stoa.org/places/197481,47.357382,14.469009,,station,
