sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
165,,195.9,6. ITER TRACIAE.,Euaria-Neapolis,sum-route,Item ab Eumari Neapolim m. p. CCXXVII:,,,Eumari,Euaria,Aueria/Euareia,,,,,,https://pleiades.stoa.org/places/668202,34.3077,37.100931,,,
166,,195.9,6. ITER TRACIAE.,Euaria-Neapolis,sum-route,Item ab Eumari Neapolim m. p. CCXXVII:,,,Neapolim,Neapolis,Neapolis,m. p.,CCXXVII, m. p. CCXXVII,,,https://pleiades.stoa.org/places/678301,32.218685,35.262911,,,
178,,197.5,6. ITER TRACIAE.,Seriane-Scytopolis,sum-route,Item a Seriane Scytopoli Occara m. p. CCCXVIII:,,,Seriane,Seriane,Seriane?,,,,,,https://pleiades.stoa.org/places/668369,35.387685,37.800064,,,
179,,197.5,6. ITER TRACIAE.,Seriane-Scytopolis,sum-route,Item a Seriane Scytopoli Occara m. p. CCCXVIII:,,,Scytopoli Occara,Scythopolis/Nysa,Scythopolis/Nysa,m. p.,CCCXVIII, m. p. CCCXVIII,,,https://pleiades.stoa.org/places/678378,32.5033615,35.502981,,,
193,,199.1,6. ITER TRACIAE.,Caesarea-Eleutheropolis,sum-route,Item a Caesarea Eleuteropoli m. p. LXXVII:,,,Caesarea,Caesarea,Iol Caesarea,,,,,,https://pleiades.stoa.org/places/295279,36.607058,2.1918495,,,
194,,199.1,6. ITER TRACIAE.,Caesarea-Eleutheropolis,sum-route,Item a Caesarea Eleuteropoli m. p. LXXVII:,,,Eleuteropoli,Eleutheropolis,Eleutheropolis,m. p.,LXXVII, m. p. LXXVII,,,https://pleiades.stoa.org/places/687854,31.614254,34.8910485,,,
199,,199.5,6. ITER TRACIAE.,Damascus-Emesa,sum-route,Item a Damasco Hemesam m. p. CLII:,,,Damasco,Damascus,Damascus,,,,,,https://pleiades.stoa.org/places/678106,33.511612,36.309102,,,
200,,199.5,6. ITER TRACIAE.,Damascus-Emesa,sum-route,Item a Damasco Hemesam m. p. CLII:,,,Hemesam,Emesa,(H)Emesa,m. p.,CLII, m. p. CLII,,,https://pleiades.stoa.org/places/668261,34.7376565,36.719319,,,
207,,199.11,6. ITER TRACIAE.,Neapolis-Ascalona,sum-route,Item a Neapoli Ascalona m. p. LXXIIII:,,,Neapoli,Neapolis,Neapolis,,,,,,https://pleiades.stoa.org/places/678301,32.218685,35.262911,,,
208,,199.11,6. ITER TRACIAE.,Neapolis-Ascalona,sum-route,Item a Neapoli Ascalona m. p. LXXIIII:,,,Ascalona,Askalon,Ashqelon/Ascalon,m. p.,LXXIIII, m. p. LXXIIII,,,https://pleiades.stoa.org/places/687839,31.6647972122,34.5505214667,,,
213,,200.4,6. ITER TRACIAE.,Claudiopolis-Ancyra,sum-route,Item a Claudiopoli Ancyra m. p. CXXXIIII:,,,Claudiopoli,Claudiopolis,Bithynion/Claudiopolis/Hadriana,,,,,,https://pleiades.stoa.org/places/844879,40.7561925,31.5858565,,,
214,,200.4,6. ITER TRACIAE.,Claudiopolis-Ancyra,sum-route,Item a Claudiopoli Ancyra m. p. CXXXIIII:,,,Ancyra,Ankyra,Ankyra,m. p.,CXXXIIII, m. p. CXXXIIII,,,https://pleiades.stoa.org/places/609305,39.1558245,28.8550855,,,
221,,201.3,6. ITER TRACIAE.,Pessinous-Ancyra,sum-route,Item a Pessinunto Ancyra m. p. XCVIIII,,,Pessinunto,Pessinous/Iustinianoupolis,Pessinous/Iustinianoupolis,,,,,,https://pleiades.stoa.org/places/609500,39.3328818667816,31.5835606226278,,,
222,,201.3,6. ITER TRACIAE.,Pessinous-Ancyra,sum-route,Item a Pessinunto Ancyra m. p. XCVIIII,,,Ancyra,Ankyra,Ankyra,m. p.,XCVIIII, m. p. XCVIIII,,,https://pleiades.stoa.org/places/609305,39.1558245,28.8550855,,,
228,,201.8,6. ITER TRACIAE.,Tabia-Mazaca Caesarea,sum-route,Item a Tavia Caesarea usque m. p. CVIIII:,,,Tavia,Tabia,Tabia,,,,,,https://pleiades.stoa.org/places/619267,39.8554953333333,34.5072526666667,,,
229,,201.8,6. ITER TRACIAE.,Tabia-Mazaca Caesarea,sum-route,Item a Tavia Caesarea usque m. p. CVIIII:,,,Caesarea,Caesarea,Iol Caesarea,m. p.,CVIIII, m. p. CVIIII,,,https://pleiades.stoa.org/places/295279,36.607058,2.1918495,,,
236,,202.6,6. ITER TRACIAE.,Dorilaeum-Ancyra,sum-route,Item a Dorilao Ancyra m. p. CXLI:,,,Dorilao,Dorylaeum,Dorylaion,,,,,,https://pleiades.stoa.org/places/609367,39.77489,30.51684,,,
237,,202.6,6. ITER TRACIAE.,Dorilaeum-Ancyra,sum-route,Item a Dorilao Ancyra m. p. CXLI:,,,Ancyra,Ankyra,Ankyra,m. p.,CXLI, m. p. CXLI,,,https://pleiades.stoa.org/places/609305,39.1558245,28.8550855,,,
244,,203.3,6. ITER TRACIAE.,Ancyra-Tabia,sum-route,Item ab Ancyra Tabiam m. p. CXVI:,,,Ancyra,Ankyra,Ancyra,,,,,,https://pleiades.stoa.org/places/619103,39.9437925,32.859333,,,
245,,203.3,6. ITER TRACIAE.,Ancyra-Tabia,sum-route,Item ab Ancyra Tabiam m. p. CXVI:,,,Tabiam,Taouion/Tabia,Tabia,m. p.,CXVI, m. p. CXVI,,,https://pleiades.stoa.org/places/619267,39.8554953333333,34.5072526666667,,,
252,,203.9,6. ITER TRACIAE.,Tabia-Sebasteia-1,sum-route,Item a Tavia Sebastiam m. p. CLXI:,,,Tavia,Tabia,Tabia,,,,,,https://pleiades.stoa.org/places/619267,39.8554953333333,34.5072526666667,,,
253,,203.9,6. ITER TRACIAE.,Tabia-Sebasteia-1,sum-route,Item a Tavia Sebastiam m. p. CLXI:,,,Sebastiam,Sebasteia/Megalopolis?/Talaura?,Sebasteia/Megalopolis?/Talaura?,m. p.,CLXI, m. p. CLXI,,,https://pleiades.stoa.org/places/629075,39.7490195,37.016607,,,
261,,204.7-8,6. ITER TRACIAE.,Tabia-Sebasteia-2,sum-route,Item a Tavia per Sebastopolin Sebastiam usque m. p. CLXVI:,,,Tavia,Tabia,Tabia,,,,,,https://pleiades.stoa.org/places/619267,39.8554953333333,34.5072526666667,,,
262,,204.7-8,6. ITER TRACIAE.,Tabia-Sebasteia-2,sum-route,Item a Tavia per Sebastopolin Sebastiam usque m. p. CLXVI:,,,Sebastiam,Sebasteia/Megalopolis?/Talaura?,Sebasteia/Megalopolis?/Talaura?,m. p.,CLXVI, m. p. CLXVI,,,https://pleiades.stoa.org/places/629075,39.7490195,37.016607,,,
270,,205.7-8,6. ITER TRACIAE.,Ancyra-Mazaca Caesarea,sum-route,Item ab Ancyra per Nisam Caesaream m. p. CXCVIII:,,,Ancyra,Ankyra,Ankyra,,,,,,https://pleiades.stoa.org/places/609305,39.1558245,28.8550855,,,
