sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
1,,304.6,12. Lavicana.,Roma-Beneventum-1,sum-route,Ab Vrbe Benevento usque m. p. CLXX:,,,Vrbe,Roma,Roma,,,,,,https://pleiades.stoa.org/places/423025,41.8916621952495,12.49234282802,,,
2,,304.6,12. Lavicana.,Roma-Beneventum-1,sum-route,Ab Vrbe Benevento usque m. p. CLXX:,,,Benevento,Beneventum,Beneventum/Maleventum,m. p.,CLXX, m. p. CLXX,,,https://pleiades.stoa.org/places/432721,41.130437,14.781161,,,
