sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-ancient,distance_modern,revised_distance,place_uri,latitude,longitude,placetype,placetype_pleiades,comment
1,,305.8,13. Latina.,Roma-Decimum?,sum-route,Ab Vrbe ad Decimum m. p. X,,,Vrbe,Roma,Roma,,,,,,https://pleiades.stoa.org/places/423025,41.8916621952495,12.49234282802,,,
2,,305.8,13. Latina.,Roma-Decimum?,sum-route,Ab Vrbe ad Decimum m. p. X,,,ad Decimum,ad Decimum,Ad Decimum,m. p.,X, m. p. X,,,https://pleiades.stoa.org/places/422806,41.756933,12.43771,,,
